deal_ticket,order_ticket,position_identifier,time,time_msc,entry,type,reason,volume,price,profit,commission,swap,fee,magic,canonical_symbol,resolved_symbol,comment,in_research_window
57,57,50,2026.06.01 10:05:01,1780308301143,1,0,3,0.02000000,159.4630000000,-31.69000000,0.00000000,-6.72000000,0.00000000,2808202607,USDJPY,USDJPY,SolTrade TBV1 exit,YES
58,58,58,2026.06.01 10:05:01,1780308301555,0,1,3,0.03000000,1.1659800000,0.00000000,0.00000000,0.00000000,0.00000000,2808202601,EURUSD,EURUSD,SolTrade TBV1,YES
59,59,59,2026.06.01 10:05:01,1780308301755,0,1,3,0.01000000,1.3468600000,0.00000000,0.00000000,0.00000000,0.00000000,2808202602,GBPUSD,GBPUSD,SolTrade TBV1,YES
60,60,60,2026.06.01 10:05:01,1780308301955,0,1,3,0.02000000,0.7181500000,0.00000000,0.00000000,0.00000000,0.00000000,2808202603,AUDUSD,AUDUSD,SolTrade TBV1,YES
61,61,61,2026.06.01 10:05:02,1780308302155,0,1,3,0.02000000,0.5971500000,0.00000000,0.00000000,0.00000000,0.00000000,2808202604,NZDUSD,NZDUSD,SolTrade TBV1,YES
62,62,62,2026.06.01 10:05:02,1780308302355,0,0,3,0.04000000,1.3807000000,0.00000000,0.00000000,0.00000000,0.00000000,2808202605,USDCAD,USDCAD,SolTrade TBV1,YES
63,63,63,2026.06.01 10:05:02,1780308302555,0,0,3,0.02000000,0.7822800000,0.00000000,0.00000000,0.00000000,0.00000000,2808202606,USDCHF,USDCHF,SolTrade TBV1,YES
64,64,64,2026.06.01 10:05:02,1780308302755,0,0,3,0.04000000,159.4610000000,0.00000000,0.00000000,0.00000000,0.00000000,2808202607,USDJPY,USDJPY,SolTrade TBV1,YES
65,65,58,2026.07.06 10:05:00,1783332300776,1,0,3,0.03000000,1.1420700000,71.73000000,0.00000000,4.85000000,0.00000000,2808202601,EURUSD,EURUSD,SolTrade TBV1 exit,YES
66,66,59,2026.07.06 10:05:00,1783332300976,1,0,3,0.01000000,1.3334200000,13.44000000,0.00000000,-0.65000000,0.00000000,2808202602,GBPUSD,GBPUSD,SolTrade TBV1 exit,YES
67,67,60,2026.07.06 10:05:01,1783332301176,1,0,3,0.02000000,0.6930300000,50.24000000,0.00000000,-0.35000000,0.00000000,2808202603,AUDUSD,AUDUSD,SolTrade TBV1 exit,YES
68,68,61,2026.07.06 10:05:01,1783332301376,1,0,3,0.02000000,0.5687400000,56.82000000,0.00000000,0.35000000,0.00000000,2808202604,NZDUSD,NZDUSD,SolTrade TBV1 exit,YES
69,69,62,2026.07.06 10:05:01,1783332301576,1,1,3,0.04000000,1.4216200000,115.14000000,0.00000000,3.48000000,0.00000000,2808202605,USDCAD,USDCAD,SolTrade TBV1 exit,YES
70,70,63,2026.07.06 10:05:01,1783332301776,1,1,3,0.02000000,0.8055400000,57.75000000,0.00000000,5.23000000,0.00000000,2808202606,USDCHF,USDCHF,SolTrade TBV1 exit,YES
71,71,64,2026.07.06 10:05:01,1783332301976,1,1,3,0.04000000,162.2440000000,68.61000000,0.00000000,8.34000000,0.00000000,2808202607,USDJPY,USDJPY,SolTrade TBV1 exit,YES
