condition,source_dataset,source_date_not_normalized_to_utc_plus_3,source_segment_previous_day_balance_proxy_usd,source_segment_realized_cash_flow_proxy_usd,source_segment_end_of_date_balance_proxy_usd,midnight_balance_utc_plus_3_usd,midnight_equity_utc_plus_3_usd,intraday_minimum_equity_usd,official_profitable_day_calculation_usd,authoritative_status,continuity_note
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-05-24,9753.3667801290,0.0000000000,9753.3667801290,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-05-25,9753.3667801290,0.0000000000,9753.3667801290,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-05-26,9753.3667801290,0.0000000000,9753.3667801290,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-05-27,9753.3667801290,0.0000000000,9753.3667801290,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-05-28,9753.3667801290,0.0000000000,9753.3667801290,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-05-29,9753.3667801290,0.0000000000,9753.3667801290,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-05-30,9753.3667801290,0.0000000000,9753.3667801290,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-05-31,9753.3667801290,0.0000000000,9753.3667801290,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-01,9753.3667801290,-79.0639855990,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-02,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-03,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-04,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-05,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-06,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-07,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-08,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-09,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-10,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-11,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-12,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-13,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-14,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-15,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-16,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-17,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-18,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-19,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-20,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-21,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-22,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-23,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-24,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-25,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-26,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-27,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-28,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-29,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-06-30,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-01,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-02,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-03,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-04,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-05,9674.3027945300,0.0000000000,9674.3027945300,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-06,9674.3027945300,505.8297249807,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-07,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-08,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-09,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-10,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-11,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-12,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-13,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-14,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-15,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-16,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-17,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-18,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-19,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-20,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-21,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-22,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-23,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-24,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-25,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-26,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-27,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-28,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-29,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-30,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
HIGH,V28_2026_PRESEAL_DEVELOPMENT,2026-07-31,10180.1325195107,0.0000000000,10180.1325195107,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-06,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-07,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-08,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-09,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-10,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-11,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-12,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-13,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-14,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-15,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-16,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-17,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-18,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-19,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-20,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-21,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-22,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-23,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-24,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-25,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-26,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-27,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-28,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-29,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-30,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-01-31,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-01,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-02,10000.0000000000,0.0000000000,10000.0000000000,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-03,10000.0000000000,175.2663740150,10175.2663740150,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-04,10175.2663740150,-52.6216620660,10122.6447119490,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-05,10122.6447119490,-52.3791092016,10070.2656027473,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-06,10070.2656027473,-52.3386310311,10017.9269717162,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-07,10017.9269717162,-51.1114673780,9966.8155043382,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-08,9966.8155043382,0.0000000000,9966.8155043382,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-09,9966.8155043382,0.0000000000,9966.8155043382,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-10,9966.8155043382,0.0000000000,9966.8155043382,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-11,9966.8155043382,0.0000000000,9966.8155043382,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-12,9966.8155043382,0.0000000000,9966.8155043382,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-13,9966.8155043382,0.0000000000,9966.8155043382,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-14,9966.8155043382,-151.3140814307,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-15,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-16,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-17,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-18,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-19,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-20,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-21,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-22,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-23,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-24,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-25,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-26,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-27,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-02-28,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-01,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-02,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-03,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-04,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-05,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-06,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-07,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-08,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-09,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-10,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-11,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-12,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-13,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-14,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-15,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-16,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-17,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-18,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-19,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-20,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-21,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-22,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-23,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-24,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-25,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-26,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-27,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-28,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-29,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-30,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-03-31,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-01,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-02,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-03,9815.5014229076,0.0000000000,9815.5014229076,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-04,9815.5014229076,-54.3071607798,9761.1942621278,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-05,9761.1942621278,0.0000000000,9761.1942621278,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-06,9761.1942621278,0.0000000000,9761.1942621278,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-07,9761.1942621278,368.2283377273,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-08,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-09,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-10,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-11,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-12,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-13,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-14,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-15,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-16,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-17,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-18,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-19,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-20,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-21,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-22,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-23,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-24,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-25,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
STRESS,V28_2025_DEVELOPMENT,2025-04-26,10129.4225998552,0.0000000000,10129.4225998552,,,,,INSUFFICIENT_EVIDENCE,
