schema,symbol,previous_tick,current_tick,gap_seconds
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.04.24 23:57:59,2020.04.27 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.05.01 23:57:59,2020.05.04 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.05.08 23:57:59,2020.05.11 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.05.15 23:57:59,2020.05.18 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.05.22 23:57:59,2020.05.25 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.05.29 23:57:59,2020.06.01 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.06.05 23:57:59,2020.06.08 00:04:00,173161
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.06.12 23:57:59,2020.06.15 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.06.19 23:57:59,2020.06.22 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.06.26 23:57:59,2020.06.29 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.07.03 23:57:59,2020.07.06 00:04:00,173161
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.07.10 23:57:59,2020.07.13 00:03:00,173101
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.07.17 23:57:59,2020.07.20 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.07.24 23:57:59,2020.07.27 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.07.31 23:57:59,2020.08.03 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.08.07 23:57:59,2020.08.10 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.08.14 23:57:59,2020.08.17 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.08.21 23:57:59,2020.08.24 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.08.28 23:57:59,2020.08.31 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.09.04 23:57:59,2020.09.07 00:02:30,173071
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.09.11 23:57:59,2020.09.14 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.09.18 23:57:59,2020.09.21 00:02:00,173041
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.09.25 23:57:30,2020.09.28 00:00:30,172980
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.10.02 23:57:59,2020.10.05 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.10.09 23:57:59,2020.10.12 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.10.16 23:57:59,2020.10.19 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.10.23 23:57:59,2020.10.26 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.10.30 23:57:59,2020.11.02 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.11.06 23:57:59,2020.11.09 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.11.13 23:57:59,2020.11.16 00:02:30,173071
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.11.20 23:57:59,2020.11.23 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.11.27 23:57:59,2020.11.30 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.12.04 23:57:59,2020.12.07 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.12.11 23:57:59,2020.12.14 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.12.18 23:57:59,2020.12.21 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.12.24 23:59:30,2020.12.28 00:01:30,259320
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2020.12.31 23:59:59,2021.01.04 00:01:00,259261
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.01.08 23:57:59,2021.01.11 00:00:30,172951
