run_id,segment,formal_dataset,cost_profile,execution_layer,position_identifier,direction,entry_time,exit_time,entry_price,exit_price,volume,initial_risk_amount,native_deal_net_before_external_commission,native_tester_commission,external_commission_adjustment,native_trade_net,spread_cost,swap_cost,fee_cost,adverse_entry_slippage_cost,adverse_exit_slippage_cost,native_friction,supplementary_multiplier,supplementary_charge,adjusted_trade_net,adjusted_net_R,exit_reason,holding_seconds,synthetic_equity_before,synthetic_cash_flow,synthetic_equity_after
004-2025-s2-normal-native,2025_S2,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,2,BUY,2025.03.06 18:05:00,2025.03.06 20:42:52,1.08243,1.07737,0.04,20.2,-20.24,0.0,0.24,-20.479999999999997,0.52,0.0,0.0,0.0,0.0,0.76,0.0,0.0,-20.479999999999997,-1.0138613861386137,STOP_LOSS_EXIT,9472.0,9871.143209171025,-25.019927342057247,9846.123281828968
004-2025-s2-normal-native,2025_S2,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,4,BUY,2025.03.07 18:05:00,2025.03.07 22:05:00,1.08641,1.08414,0.05,24.15,-11.35,0.0,0.30000000000000004,-11.65,0.65,0.0,0.0,0.0,0.0,0.9500000000000001,0.0,0.0,-11.65,-0.48240165631469983,FIXING_REVERSAL_TIME_EXIT,14400.0,9846.123281828968,-11.874465448582557,9834.248816380386
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,2,BUY,2025.04.08 18:05:00,2025.04.08 22:05:00,1.09094,1.096,0.04,24.88,20.24,0.0,0.24,20.0,0.48,0.0,0.0,0.0,0.0,0.72,0.0,0.0,20.0,0.8038585209003216,FIXING_REVERSAL_TIME_EXIT,14400.0,9834.248816380386,19.76336176925319,9854.01217814964
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,4,BUY,2025.04.09 18:05:00,2025.04.09 20:24:52,1.10432,1.09683,0.03,22.23,-22.47,0.0,0.18,-22.65,0.36,0.0,0.0,0.0,0.0,0.54,0.0,0.0,-22.65,-1.01889338731444,STOP_LOSS_EXIT,8392.0,9854.01217814964,-25.100469617081572,9828.911708532558
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,6,BUY,2025.04.10 18:05:00,2025.04.10 22:05:00,1.11684,1.12062,0.03,21.75,11.34,0.0,0.18,11.16,0.36,0.0,0.0,0.0,0.0,0.54,0.0,0.0,11.16,0.5131034482758621,FIXING_REVERSAL_TIME_EXIT,14400.0,9828.911708532558,12.608121226117627,9841.519829758676
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,8,BUY,2025.04.11 18:05:00,2025.04.11 22:05:00,1.13357,1.13176,0.02,22.84,-3.62,0.0,0.12,-3.74,0.24,0.0,0.0,0.0,0.0,0.36,0.0,0.0,-3.74,-0.1637478108581436,FIXING_REVERSAL_TIME_EXIT,14400.0,9841.519829758676,-4.028818319099983,9837.491011439575
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,10,BUY,2025.04.14 18:05:00,2025.04.14 22:05:00,1.1376,1.13512,0.03,24.0,-7.44,0.0,0.18,-7.62,0.36,0.0,0.0,0.0,0.0,0.54,0.0,0.0,-7.62,-0.3175,FIXING_REVERSAL_TIME_EXIT,14400.0,9837.491011439575,-7.808508490330164,9829.682502949245
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,12,BUY,2025.04.15 18:05:00,2025.04.15 19:40:10,1.1324,1.12664,0.04,23.0,-23.04,0.0,0.24,-23.279999999999998,0.48,0.0,0.0,0.0,0.0,0.72,0.0,0.0,-23.279999999999998,-1.0121739130434781,STOP_LOSS_EXIT,5710.0,9829.682502949245,-24.87337050746287,9804.809132441782
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,14,BUY,2025.04.16 18:05:00,2025.04.16 22:05:00,1.13827,1.13919,0.05,24.85,4.6,0.0,0.30000000000000004,4.3,0.65,0.0,0.0,0.0,0.0,0.9500000000000001,0.0,0.0,4.3,0.17303822937625754,FIXING_REVERSAL_TIME_EXIT,14400.0,9804.809132441782,4.241517029124715,9809.050649470906
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,16,BUY,2025.04.17 18:05:00,2025.04.17 22:05:01,1.13549,1.1372,0.05,23.4,8.55,0.0,0.30000000000000004,8.25,0.6000000000000001,0.0,0.0,0.0,0.0,0.9000000000000001,0.0,0.0,8.25,0.3525641025641026,FIXING_REVERSAL_TIME_EXIT,14401.0,9809.050649470906,8.645797848091345,9817.696447318998
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,18,BUY,2025.04.18 18:05:00,2025.04.18 22:05:02,1.13934,1.1394,0.09,24.57,0.54,0.0,0.54,0.0,1.44,0.0,0.0,0.0,0.0,1.98,0.0,0.0,0.0,0.0,FIXING_REVERSAL_TIME_EXIT,14402.0,9817.696447318998,0.0,9817.696447318998
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,20,BUY,2025.04.21 18:05:01,2025.04.21 22:05:00,1.14947,1.15215,0.04,21.52,10.72,0.0,0.24,10.48,0.48,0.0,0.0,0.0,0.0,0.72,0.0,0.0,10.48,0.48698884758364314,FIXING_REVERSAL_TIME_EXIT,14399.0,9817.696447318998,11.952771697014766,9829.649219016013
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,22,BUY,2025.04.22 18:05:00,2025.04.22 20:00:32,1.14797,1.14319,0.05,23.7,-23.9,0.0,0.30000000000000004,-24.2,0.55,0.0,0.0,0.0,0.0,0.8500000000000001,0.0,0.0,-24.2,-1.021097046413502,STOP_LOSS_EXIT,6932.0,9829.649219016013,-25.092564462045097,9804.556654553968
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,24,BUY,2025.04.23 18:05:00,2025.04.23 22:05:00,1.13538,1.1319,0.03,22.44,-10.44,0.0,0.18,-10.62,0.32999999999999996,0.0,0.0,0.0,0.0,0.51,0.0,0.0,-10.62,-0.47326203208556145,FIXING_REVERSAL_TIME_EXIT,14400.0,9804.556654553968,-11.600311015080564,9792.956343538886
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,26,BUY,2025.04.24 18:05:00,2025.04.24 22:05:00,1.13657,1.13786,0.05,23.2,6.45,0.0,0.30000000000000004,6.15,0.55,0.0,0.0,0.0,0.0,0.8500000000000001,0.0,0.0,6.15,0.26508620689655177,FIXING_REVERSAL_TIME_EXIT,14400.0,9792.956343538886,6.489944128530621,9799.446287667417
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,28,BUY,2025.04.25 18:05:00,2025.04.25 22:05:00,1.13669,1.13786,0.05,21.35,5.85,0.0,0.30000000000000004,5.55,0.6000000000000001,0.0,0.0,0.0,0.0,0.9000000000000001,0.0,0.0,5.55,0.2599531615925058,FIXING_REVERSAL_TIME_EXIT,14400.0,9799.446287667417,6.368492610837723,9805.814780278255
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,30,BUY,2025.04.28 18:05:00,2025.04.28 22:05:00,1.13834,1.14167,0.05,22.95,16.65,0.0,0.30000000000000004,16.349999999999998,0.6000000000000001,0.0,0.0,0.0,0.0,0.9000000000000001,0.0,0.0,16.349999999999998,0.7124183006535947,FIXING_REVERSAL_TIME_EXIT,14400.0,9805.814780278255,17.46460475572434,9823.279385033979
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,32,BUY,2025.04.29 18:05:00,2025.04.29 22:05:00,1.13929,1.13848,0.05,22.25,-4.05,0.0,0.30000000000000004,-4.35,0.6000000000000001,0.0,0.0,0.0,0.0,0.9000000000000001,0.0,0.0,-4.35,-0.19550561797752808,FIXING_REVERSAL_TIME_EXIT,14400.0,9823.279385033979,-4.80126576684245,9818.478119267136
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,34,BUY,2025.04.30 18:05:00,2025.04.30 18:29:33,1.13715,1.13322,0.06,23.58,-23.58,0.0,0.36,-23.939999999999998,0.78,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,-23.939999999999998,-1.015267175572519,STOP_LOSS_EXIT,1473.0,9818.478119267136,-24.920946371422314,9793.557172895715
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,36,BUY,2025.05.01 18:05:00,2025.05.01 22:05:00,1.12835,1.12871,0.06,24.9,2.16,0.0,0.36,1.8000000000000003,0.78,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,1.8000000000000003,0.07228915662650603,FIXING_REVERSAL_TIME_EXIT,14400.0,9793.557172895715,1.7699199710052498,9795.32709286672
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,38,BUY,2025.05.02 18:05:00,2025.05.02 19:53:45,1.13663,1.13175,0.05,24.25,-24.4,0.0,0.30000000000000004,-24.7,0.6000000000000001,0.0,0.0,0.0,0.0,0.9000000000000001,0.0,0.0,-24.7,-1.0185567010309278,STOP_LOSS_EXIT,6525.0,9795.32709286672,-24.942740123072987,9770.384352743647
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,40,BUY,2025.05.05 18:05:00,2025.05.05 20:59:40,1.13355,1.12976,0.06,22.68,-22.74,0.0,0.36,-23.099999999999998,0.78,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,-23.099999999999998,-1.0185185185185184,STOP_LOSS_EXIT,10480.0,9770.384352743647,-24.878293490782433,9745.506059252864
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,42,BUY,2025.05.06 18:05:00,2025.05.06 22:05:01,1.13411,1.13695,0.06,24.06,17.04,0.0,0.36,16.68,0.78,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,16.68,0.6932668329177057,FIXING_REVERSAL_TIME_EXIT,14401.0,9745.506059252864,16.89059030219636,9762.396649555061
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,44,BUY,2025.05.07 18:05:01,2025.05.07 21:45:45,1.13653,1.13301,0.07,24.36,-24.64,0.0,0.42000000000000004,-25.060000000000002,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,-25.060000000000002,-1.028735632183908,STOP_LOSS_EXIT,13244.0,9762.396649555061,-25.10731322227523,9737.289336332786
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,46,BUY,2025.05.08 18:05:00,2025.05.08 18:50:21,1.12837,1.12403,0.05,21.6,-21.7,0.0,0.30000000000000004,-22.0,0.65,0.0,0.0,0.0,0.0,0.9500000000000001,0.0,0.0,-22.0,-1.0185185185185184,STOP_LOSS_EXIT,2721.0,9737.289336332786,-24.79402377306959,9712.495312559717
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,48,BUY,2025.05.09 18:05:01,2025.05.09 22:05:00,1.12717,1.12567,0.06,21.24,-9.0,0.0,0.36,-9.36,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,-9.36,-0.4406779661016949,FIXING_REVERSAL_TIME_EXIT,14399.0,9712.495312559717,-10.700206700277654,9701.795105859439
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,50,BUY,2025.05.12 18:05:00,2025.05.12 22:05:00,1.11205,1.10862,0.04,23.04,-13.72,0.0,0.24,-13.96,0.48,0.0,0.0,0.0,0.0,0.72,0.0,0.0,-13.96,-0.6059027777777778,FIXING_REVERSAL_TIME_EXIT,14400.0,9701.795105859439,-14.69586151017771,9687.099244349261
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,52,BUY,2025.05.13 18:05:00,2025.05.13 22:05:00,1.11593,1.11864,0.06,22.62,16.26,0.0,0.36,15.900000000000002,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,15.900000000000002,0.7029177718832892,FIXING_REVERSAL_TIME_EXIT,14400.0,9687.099244349261,17.023085542125692,9704.122329891386
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,54,BUY,2025.05.14 18:05:01,2025.05.14 22:04:45,1.1208,1.11674,0.06,24.36,-24.36,0.0,0.36,-24.72,0.78,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,-24.72,-1.0147783251231526,STOP_LOSS_EXIT,14384.0,9704.122329891386,-24.618832511793414,9679.503497379594
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,56,BUY,2025.05.15 18:05:00,2025.05.15 22:05:00,1.11856,1.11739,0.05,20.6,-5.85,0.0,0.30000000000000004,-6.1499999999999995,0.6000000000000001,0.0,0.0,0.0,0.0,0.9000000000000001,0.0,0.0,-6.1499999999999995,-0.29854368932038833,FIXING_REVERSAL_TIME_EXIT,14400.0,9679.503497379594,-7.224386712243264,9672.27911066735
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,58,BUY,2025.05.16 18:05:00,2025.05.16 22:05:00,1.11587,1.11526,0.07,23.38,-4.27,0.0,0.42000000000000004,-4.6899999999999995,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,-4.6899999999999995,-0.20059880239520958,FIXING_REVERSAL_TIME_EXIT,14400.0,9672.27911066735,-4.850619015080183,9667.42849165227
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,60,BUY,2025.05.19 18:05:00,2025.05.19 22:05:00,1.12497,1.12351,0.06,22.56,-8.76,0.0,0.36,-9.12,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,-9.12,-0.40425531914893614,FIXING_REVERSAL_TIME_EXIT,14400.0,9667.42849165227,-9.770273475606018,9657.658218176664
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,62,BUY,2025.05.20 18:05:00,2025.05.20 22:05:00,1.1266,1.1274,0.06,21.36,4.8,0.0,0.36,4.4399999999999995,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,4.4399999999999995,0.20786516853932582,FIXING_REVERSAL_TIME_EXIT,14400.0,9657.658218176664,5.018726883041244,9662.676945059706
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,64,BUY,2025.05.21 18:05:00,2025.05.21 22:05:00,1.13437,1.13345,0.06,22.38,-5.52,0.0,0.36,-5.88,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,-5.88,-0.26273458445040215,FIXING_REVERSAL_TIME_EXIT,14400.0,9662.676945059706,-6.3467985295968585,9656.330146530108
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,66,BUY,2025.05.22 18:05:00,2025.05.22 22:05:02,1.12812,1.12835,0.06,23.82,1.38,0.0,0.36,1.02,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,1.02,0.042821158690176324,FIXING_REVERSAL_TIME_EXIT,14402.0,9656.330146530108,1.0337381139232484,9657.363884644032
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,68,BUY,2025.05.23 18:05:00,2025.05.23 22:05:02,1.13415,1.13634,0.05,23.85,10.95,0.0,0.30000000000000004,10.649999999999999,0.6000000000000001,0.0,0.0,0.0,0.0,0.9000000000000001,0.0,0.0,10.649999999999999,0.44654088050314455,FIXING_REVERSAL_TIME_EXIT,14402.0,9657.363884644032,10.781019430970536,9668.144904075003
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,70,BUY,2025.05.26 18:05:00,2025.05.26 22:05:00,1.1382,1.138,0.08,24.16,-1.6,0.0,0.48,-2.08,1.04,0.0,0.0,0.0,0.0,1.52,0.0,0.0,-2.08,-0.08609271523178808,FIXING_REVERSAL_TIME_EXIT,14400.0,9668.144904075003,-2.0808921151154807,9666.064011959888
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,72,BUY,2025.05.27 18:05:00,2025.05.27 22:05:03,1.134,1.13365,0.07,22.05,-2.45,0.0,0.42000000000000004,-2.87,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,-2.87,-0.13015873015873017,FIXING_REVERSAL_TIME_EXIT,14403.0,9666.064011959888,-3.1453065435742493,9662.918705416314
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,74,BUY,2025.05.28 18:05:00,2025.05.28 22:05:00,1.13076,1.12918,0.07,21.98,-11.06,0.0,0.42000000000000004,-11.48,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,-11.48,-0.5222929936305732,FIXING_REVERSAL_TIME_EXIT,14400.0,9662.918705416314,-12.617186844651874,9650.301518571661
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,76,BUY,2025.05.29 18:05:00,2025.05.29 22:05:04,1.1358,1.1375,0.05,22.8,8.5,0.0,0.30000000000000004,8.2,0.6000000000000001,0.0,0.0,0.0,0.0,0.9000000000000001,0.0,0.0,8.2,0.3596491228070175,FIXING_REVERSAL_TIME_EXIT,14404.0,9650.301518571661,8.676806189943818,9658.978324761605
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,78,BUY,2025.05.30 18:05:00,2025.05.30 22:05:01,1.13546,1.13586,0.06,23.76,2.4,0.0,0.36,2.04,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,2.04,0.08585858585858586,FIXING_REVERSAL_TIME_EXIT,14401.0,9658.978324761605,2.0732655495069103,9661.051590311112
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,80,BUY,2025.06.02 18:05:00,2025.06.02 22:05:01,1.14328,1.14348,0.06,22.02,1.2,0.0,0.36,0.84,0.78,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.84,0.03814713896457766,FIXING_REVERSAL_TIME_EXIT,14401.0,9661.051590311112,0.9213536938988799,9661.97294400501
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,82,BUY,2025.06.03 18:05:00,2025.06.03 22:05:04,1.13883,1.13746,0.07,22.61,-9.59,0.0,0.42000000000000004,-10.01,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,-10.01,-0.44272445820433437,FIXING_REVERSAL_TIME_EXIT,14404.0,9661.97294400501,-10.69397934204889,9651.27896466296
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,84,BUY,2025.06.04 18:05:00,2025.06.04 22:05:03,1.14273,1.14188,0.06,21.36,-5.1,0.0,0.36,-5.46,0.72,0.0,0.0,0.0,0.0,1.08,0.0,0.0,-5.46,-0.2556179775280899,FIXING_REVERSAL_TIME_EXIT,14403.0,9651.27896466296,-6.167601023766359,9645.111363639195
007-2025-s3-normal-native,2025_S3,V25_2025_DEVELOPMENT_REUSE,NORMAL,NATIVE_NORMAL_EXECUTION,86,BUY,2025.06.05 18:05:00,2025.06.05 22:05:00,1.14536,1.14427,0.06,23.94,-6.54,0.0,0.36,-6.9,0.78,0.0,0.0,0.0,0.0,1.1400000000000001,0.0,0.0,-6.9,-0.2882205513784461,FIXING_REVERSAL_TIME_EXIT,14400.0,9645.111363639195,-6.949798288336512,9638.161565350858
