schema,time,dataset,execution_layer,canonical_symbol,resolved_symbol,record_type,signal_time,scheduled_exit,direction,requested_price,actual_price,spread_points,slippage_points,volume,initial_risk_amount,stop_loss,order_ticket,deal_ticket,broker_retcode,fill_confirmed,atr_or_exit_reason
SOLTRADE_V28_TRANSACTION_V1,2025.01.06 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,ENTRY_TRANSACTION,NONE,2025.02.03 10:05:00,BUY,1.4388300000,1.4388300000,12,0.0000,0.02000000,35.33721181,1.4134100000,6,6,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.01.06 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,USDCHF,ENTRY_TRANSACTION,NONE,2025.02.03 10:05:00,BUY,0.9075000000,0.9075000000,14,0.0000,0.02000000,43.95168401,0.8875600000,7,7,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.01.06 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,USDJPY,ENTRY_TRANSACTION,NONE,2025.02.03 10:05:00,BUY,157.6410000000,157.6410000000,13,0.0000,0.01000000,25.50308321,153.6210000000,8,8,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,EURUSD,EXIT_ATTEMPT,2025.02.03 10:05:00,2025.02.03 10:05:00,SELL,1.0218000000,0.0000000000,0,0.0000,0.02000000,0,0,9,9,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,GBPUSD,EXIT_ATTEMPT,2025.02.03 10:05:00,2025.02.03 10:05:00,SELL,1.2279800000,0.0000000000,0,0.0000,0.01000000,0,0,10,10,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,AUDUSD,EXIT_ATTEMPT,2025.02.03 10:05:00,2025.02.03 10:05:00,SELL,0.6135900000,0.0000000000,0,0.0000,0.03000000,0,0,11,11,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,NZDUSD,EXIT_ATTEMPT,2025.02.03 10:05:00,2025.02.03 10:05:00,SELL,0.5552700000,0.0000000000,0,0.0000,0.03000000,0,0,12,12,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,EXIT_ATTEMPT,2025.02.03 10:05:00,2025.02.03 10:05:00,BUY,1.4712300000,0.0000000000,0,0.0000,0.02000000,0,0,13,13,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,USDCHF,EXIT_ATTEMPT,2025.02.03 10:05:00,2025.02.03 10:05:00,BUY,0.9191700000,0.0000000000,0,0.0000,0.02000000,0,0,14,14,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,USDJPY,EXIT_ATTEMPT,2025.02.03 10:05:00,2025.02.03 10:05:00,BUY,155.6590000000,0.0000000000,0,0.0000,0.01000000,0,0,15,15,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,EURUSD,EXIT_TRANSACTION,NONE,NONE,SELL,1.0218000000,1.0218000000,0,0.0000,0.02000000,0,0,9,9,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,GBPUSD,EXIT_TRANSACTION,NONE,NONE,SELL,1.2279800000,1.2279800000,0,0.0000,0.01000000,0,0,10,10,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,AUDUSD,EXIT_TRANSACTION,NONE,NONE,SELL,0.6135900000,0.6135900000,0,0.0000,0.03000000,0,0,11,11,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,NZDUSD,EXIT_TRANSACTION,NONE,NONE,SELL,0.5552700000,0.5552700000,0,0.0000,0.03000000,0,0,12,12,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,EXIT_TRANSACTION,NONE,NONE,BUY,1.4712300000,1.4712300000,0,0.0000,0.02000000,0,0,13,13,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,USDCHF,EXIT_TRANSACTION,NONE,NONE,BUY,0.9191700000,0.9191700000,0,0.0000,0.02000000,0,0,14,14,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,USDJPY,EXIT_TRANSACTION,NONE,NONE,BUY,155.6590000000,155.6590000000,0,0.0000,0.01000000,0,0,15,15,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,EURUSD,ENTRY_ATTEMPT,2025.02.03 10:05:00,2025.03.03 10:05:00,SELL,1.0217000000,0.0000000000,11,0.0000,0.02000000,50.34000000,1.0468700000,16,16,10009,NO,0.008389285714
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,GBPUSD,ENTRY_ATTEMPT,2025.02.03 10:05:00,2025.03.03 10:05:00,SELL,1.2278500000,0.0000000000,16,0.0000,0.01000000,31.37000000,1.2592200000,17,17,10009,NO,0.010454285714
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,AUDUSD,ENTRY_ATTEMPT,2025.02.03 10:05:00,2025.03.03 10:05:00,SELL,0.6134800000,0.0000000000,14,0.0000,0.03000000,50.49000000,0.6303100000,18,18,10009,NO,0.005608571429
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,NZDUSD,ENTRY_ATTEMPT,2025.02.03 10:05:00,2025.03.03 10:05:00,SELL,0.5551300000,0.0000000000,16,0.0000,0.03000000,47.88000000,0.5710900000,19,19,10009,NO,0.005320000000
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,ENTRY_ATTEMPT,2025.02.03 10:05:00,2025.03.03 10:05:00,BUY,1.4712300000,0.0000000000,14,0.0000,0.02000000,46.87234491,1.4367500000,20,20,10009,NO,0.011491428571
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,USDCHF,ENTRY_ATTEMPT,2025.02.03 10:05:00,2025.03.03 10:05:00,BUY,0.9193300000,0.0000000000,16,0.0000,0.02000000,40.16667211,0.9008700000,21,21,10009,NO,0.006152142857
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,USDJPY,ENTRY_ATTEMPT,2025.02.03 10:05:00,2025.03.03 10:05:00,BUY,155.6760000000,0.0000000000,16,0.0000,0.01000000,28.38255417,151.2580000000,22,22,10009,NO,1.472500000000
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,GBPUSD,ENTRY_TRANSACTION,NONE,2025.03.03 10:05:00,SELL,1.2278500000,1.2278500000,16,0.0000,0.01000000,31.37000000,1.2592200000,17,17,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,AUDUSD,ENTRY_TRANSACTION,NONE,2025.03.03 10:05:00,SELL,0.6134800000,0.6134800000,14,0.0000,0.03000000,50.49000000,0.6303100000,18,18,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,NZDUSD,ENTRY_TRANSACTION,NONE,2025.03.03 10:05:00,SELL,0.5551300000,0.5551300000,16,0.0000,0.03000000,47.88000000,0.5710900000,19,19,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,ENTRY_TRANSACTION,NONE,2025.03.03 10:05:00,BUY,1.4712300000,1.4712300000,14,0.0000,0.02000000,46.87234491,1.4367500000,20,20,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,USDCHF,ENTRY_TRANSACTION,NONE,2025.03.03 10:05:00,BUY,0.9193300000,0.9193300000,16,0.0000,0.02000000,40.16667211,0.9008700000,21,21,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.02.03 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,USDJPY,ENTRY_TRANSACTION,NONE,2025.03.03 10:05:00,BUY,155.6760000000,155.6760000000,16,0.0000,0.01000000,28.38255417,151.2580000000,22,22,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,EURUSD,ENTRY_ATTEMPT,2025.03.03 10:05:00,2025.04.07 10:05:00,BUY,1.0403600000,0.0000000000,12,0.0000,0.02000000,43.04000000,1.0188400000,30,30,10009,NO,0.007172142857
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,GBPUSD,ENTRY_ATTEMPT,2025.03.03 10:05:00,2025.04.07 10:05:00,BUY,1.2601200000,0.0000000000,14,0.0000,0.01000000,24.69000000,1.2354300000,31,31,10009,NO,0.008227142857
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,AUDUSD,ENTRY_ATTEMPT,2025.03.03 10:05:00,2025.04.07 10:05:00,BUY,0.6219300000,0.0000000000,14,0.0000,0.03000000,48.33000000,0.6058200000,32,32,10009,NO,0.005370000000
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,NZDUSD,ENTRY_ATTEMPT,2025.03.03 10:05:00,2025.04.07 10:05:00,BUY,0.5602500000,0.0000000000,16,0.0000,0.03000000,47.73000000,0.5443400000,33,33,10009,NO,0.005300714286
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,ENTRY_ATTEMPT,2025.03.03 10:05:00,2025.04.07 10:05:00,SELL,1.4440100000,0.0000000000,16,0.0000,0.03000000,47.62965386,1.4668200000,34,34,10009,NO,0.007602142857
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,USDCHF,ENTRY_ATTEMPT,2025.03.03 10:05:00,2025.04.07 10:05:00,SELL,0.9013500000,0.0000000000,16,0.0000,0.02000000,39.91696915,0.9193300000,35,35,10009,NO,0.005990714286
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,USDJPY,ENTRY_ATTEMPT,2025.03.03 10:05:00,2025.04.07 10:05:00,SELL,150.0810000000,0.0000000000,13,0.0000,0.01000000,29.80554986,154.5890000000,36,36,10009,NO,1.502642857143
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,GBPUSD,ENTRY_TRANSACTION,NONE,2025.04.07 10:05:00,BUY,1.2601200000,1.2601200000,14,0.0000,0.01000000,24.69000000,1.2354300000,31,31,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,AUDUSD,ENTRY_TRANSACTION,NONE,2025.04.07 10:05:00,BUY,0.6219300000,0.6219300000,14,0.0000,0.03000000,48.33000000,0.6058200000,32,32,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,NZDUSD,ENTRY_TRANSACTION,NONE,2025.04.07 10:05:00,BUY,0.5602500000,0.5602500000,16,0.0000,0.03000000,47.73000000,0.5443400000,33,33,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,ENTRY_TRANSACTION,NONE,2025.04.07 10:05:00,SELL,1.4440100000,1.4440100000,16,0.0000,0.03000000,47.62965386,1.4668200000,34,34,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,USDCHF,ENTRY_TRANSACTION,NONE,2025.04.07 10:05:00,SELL,0.9013500000,0.9013500000,16,0.0000,0.02000000,39.91696915,0.9193300000,35,35,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.03.03 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,USDJPY,ENTRY_TRANSACTION,NONE,2025.04.07 10:05:00,SELL,150.0810000000,150.0810000000,13,0.0000,0.01000000,29.80554986,154.5890000000,36,36,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,EURUSD,EXIT_ATTEMPT,2025.04.07 10:05:00,2025.04.07 10:05:00,BUY,1.1017400000,0.0000000000,0,0.0000,0.02000000,0,0,38,38,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,GBPUSD,EXIT_ATTEMPT,2025.04.07 10:05:00,2025.04.07 10:05:00,BUY,1.2911700000,0.0000000000,0,0.0000,0.01000000,0,0,39,39,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,NZDUSD,EXIT_ATTEMPT,2025.04.07 10:05:00,2025.04.07 10:05:00,BUY,0.5573100000,0.0000000000,0,0.0000,0.03000000,0,0,40,40,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,EXIT_ATTEMPT,2025.04.07 10:05:00,2025.04.07 10:05:00,SELL,1.4244900000,0.0000000000,0,0.0000,0.03000000,0,0,41,41,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,USDCHF,EXIT_ATTEMPT,2025.04.07 10:05:00,2025.04.07 10:05:00,SELL,0.8479800000,0.0000000000,0,0.0000,0.02000000,0,0,42,42,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,USDJPY,EXIT_ATTEMPT,2025.04.07 10:05:00,2025.04.07 10:05:00,SELL,145.1830000000,0.0000000000,0,0.0000,0.01000000,0,0,43,43,10009,NO,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,EURUSD,EXIT_TRANSACTION,NONE,NONE,BUY,1.1017400000,1.1017400000,0,0.0000,0.02000000,0,0,38,38,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,GBPUSD,EXIT_TRANSACTION,NONE,NONE,BUY,1.2911700000,1.2911700000,0,0.0000,0.01000000,0,0,39,39,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,NZDUSD,EXIT_TRANSACTION,NONE,NONE,BUY,0.5573100000,0.5573100000,0,0.0000,0.03000000,0,0,40,40,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,EXIT_TRANSACTION,NONE,NONE,SELL,1.4244900000,1.4244900000,0,0.0000,0.03000000,0,0,41,41,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,USDCHF,EXIT_TRANSACTION,NONE,NONE,SELL,0.8479800000,0.8479800000,0,0.0000,0.02000000,0,0,42,42,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:00,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,USDJPY,EXIT_TRANSACTION,NONE,NONE,SELL,145.1830000000,145.1830000000,0,0.0000,0.01000000,0,0,43,43,10009,YES,DOLLAR_FACTOR_REBALANCE
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,EURUSD,EURUSD,ENTRY_ATTEMPT,2025.04.07 10:05:00,2025.05.05 10:05:00,BUY,1.1017800000,0.0000000000,11,0.0000,0.01000000,31.22000000,1.0705600000,44,44,10009,NO,0.010405714286
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,GBPUSD,ENTRY_ATTEMPT,2025.04.07 10:05:00,2025.05.05 10:05:00,BUY,1.2912700000,0.0000000000,17,0.0000,0.01000000,30.83000000,1.2604400000,45,45,10009,NO,0.010276428571
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,AUDUSD,ENTRY_ATTEMPT,2025.04.07 10:05:00,2025.05.05 10:05:00,BUY,0.6020200000,0.0000000000,14,0.0000,0.01000000,25.32000000,0.5767000000,46,46,10009,NO,0.008439285714
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,NZDUSD,ENTRY_ATTEMPT,2025.04.07 10:05:00,2025.05.05 10:05:00,BUY,0.5574500000,0.0000000000,16,0.0000,0.02000000,45.18000000,0.5348600000,47,47,10009,NO,0.007530000000
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,ENTRY_ATTEMPT,2025.04.07 10:05:00,2025.05.05 10:05:00,SELL,1.4243500000,0.0000000000,15,0.0000,0.02000000,43.78168134,1.4555300000,48,48,10009,NO,0.010391428571
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCHF,USDCHF,ENTRY_ATTEMPT,2025.04.07 10:05:00,2025.05.05 10:05:00,SELL,0.8477900000,0.0000000000,16,0.0000,0.01000000,26.38531764,0.8701600000,49,49,10009,NO,0.007456428571
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDJPY,USDJPY,ENTRY_ATTEMPT,2025.04.07 10:05:00,2025.05.05 10:05:00,SELL,145.1480000000,0.0000000000,16,0.0000,0.01000000,32.78982138,149.9080000000,50,50,10009,NO,1.586642857143
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,GBPUSD,GBPUSD,ENTRY_TRANSACTION,NONE,2025.05.05 10:05:00,BUY,1.2912700000,1.2912700000,17,0.0000,0.01000000,30.83000000,1.2604400000,45,45,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,AUDUSD,AUDUSD,ENTRY_TRANSACTION,NONE,2025.05.05 10:05:00,BUY,0.6020200000,0.6020200000,14,0.0000,0.01000000,25.32000000,0.5767000000,46,46,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,NZDUSD,NZDUSD,ENTRY_TRANSACTION,NONE,2025.05.05 10:05:00,BUY,0.5574500000,0.5574500000,16,0.0000,0.02000000,45.18000000,0.5348600000,47,47,10009,YES,0.000000000000
SOLTRADE_V28_TRANSACTION_V1,2025.04.07 10:05:01,V28_2025_DEVELOPMENT,NATIVE_NORMAL_EXECUTION,USDCAD,USDCAD,ENTRY_TRANSACTION,NONE,2025.05.05 10:05:00,SELL,1.4243500000,1.4243500000,15,0.0000,0.02000000,43.78168134,1.4555300000,48,48,10009,YES,0.000000000000
