condition,signal_time,entry_time,symbol,adjusted_flat_balance_before_cohort,loss_per_lot_from_executed_stop,executed_volume,cost_feedback_expected_volume,volume_matches,inside_applicable_phase1_interval
NORMAL,2025.01.06 10:05:00,2025.01.06 10:05:00,AUDUSD,10000.0,1449.0,0.03,0.03,YES,YES
NORMAL,2025.01.06 10:05:00,2025.01.06 10:05:00,EURUSD,10000.0,2286.0,0.02,0.02,YES,YES
NORMAL,2025.01.06 10:05:00,2025.01.06 10:05:00,GBPUSD,10000.0,2981.0,0.01,0.01,YES,YES
NORMAL,2025.01.06 10:05:00,2025.01.06 10:05:00,NZDUSD,10000.0,1371.0000000000002,0.03,0.03,YES,YES
NORMAL,2025.01.06 10:05:00,2025.01.06 10:05:00,USDCAD,10000.0,1766.8605905,0.02,0.02,YES,YES
NORMAL,2025.01.06 10:05:00,2025.01.06 10:05:00,USDCHF,10000.0,2197.5842005,0.02,0.02,YES,YES
NORMAL,2025.01.06 10:05:00,2025.01.06 10:05:00,USDJPY,10000.0,2550.308321,0.01,0.01,YES,YES
NORMAL,2025.02.03 10:05:00,2025.02.03 10:05:01,AUDUSD,10156.36,1683.0000000000002,0.03,0.03,YES,YES
NORMAL,2025.02.03 10:05:00,2025.02.03 10:05:01,EURUSD,10156.36,2517.0,0.02,0.02,YES,YES
NORMAL,2025.02.03 10:05:00,2025.02.03 10:05:01,GBPUSD,10156.36,3137.0,0.01,0.01,YES,YES
NORMAL,2025.02.03 10:05:00,2025.02.03 10:05:01,NZDUSD,10156.36,1596.0000000000002,0.03,0.03,YES,YES
NORMAL,2025.02.03 10:05:00,2025.02.03 10:05:01,USDCAD,10156.36,2343.6172455,0.02,0.02,YES,YES
NORMAL,2025.02.03 10:05:00,2025.02.03 10:05:01,USDCHF,10156.36,2008.3336055,0.02,0.02,YES,YES
NORMAL,2025.02.03 10:05:00,2025.02.03 10:05:01,USDJPY,10156.36,2838.255417,0.01,0.01,YES,YES
NORMAL,2025.03.03 10:05:00,2025.03.03 10:05:00,AUDUSD,9858.65,1611.0,0.03,0.03,YES,YES
NORMAL,2025.03.03 10:05:00,2025.03.03 10:05:00,EURUSD,9858.65,2152.0,0.02,0.02,YES,YES
NORMAL,2025.03.03 10:05:00,2025.03.03 10:05:00,GBPUSD,9858.65,2469.0,0.01,0.01,YES,YES
NORMAL,2025.03.03 10:05:00,2025.03.03 10:05:00,NZDUSD,9858.65,1591.0,0.03,0.03,YES,YES
NORMAL,2025.03.03 10:05:00,2025.03.03 10:05:00,USDCAD,9858.65,1587.6551286666665,0.03,0.03,YES,YES
NORMAL,2025.03.03 10:05:00,2025.03.03 10:05:00,USDCHF,9858.65,1995.8484575,0.02,0.02,YES,YES
NORMAL,2025.03.03 10:05:00,2025.03.03 10:05:00,USDJPY,9858.65,2980.5549859999996,0.01,0.01,YES,YES
NORMAL,2025.04.07 10:05:00,2025.04.07 10:05:01,AUDUSD,10121.65,2532.0,0.01,0.01,YES,YES
NORMAL,2025.04.07 10:05:00,2025.04.07 10:05:01,EURUSD,10121.65,3122.0,0.01,0.01,YES,YES
NORMAL,2025.04.07 10:05:00,2025.04.07 10:05:01,GBPUSD,10121.65,3082.9999999999995,0.01,0.01,YES,YES
NORMAL,2025.04.07 10:05:00,2025.04.07 10:05:01,NZDUSD,10121.65,2259.0,0.02,0.02,YES,YES
NORMAL,2025.04.07 10:05:00,2025.04.07 10:05:01,USDCAD,10121.65,2189.084067,0.02,0.02,YES,YES
NORMAL,2025.04.07 10:05:00,2025.04.07 10:05:01,USDCHF,10121.65,2638.531764,0.01,0.01,YES,YES
NORMAL,2025.04.07 10:05:00,2025.04.07 10:05:01,USDJPY,10121.65,3278.982138,0.01,0.01,YES,YES
NORMAL,2025.05.05 10:05:00,2025.05.05 10:05:01,AUDUSD,10386.77,2011.0,0.02,0.02,YES,YES
NORMAL,2025.05.05 10:05:00,2025.05.05 10:05:01,EURUSD,10386.77,3116.0,0.01,0.01,YES,YES
NORMAL,2025.05.05 10:05:00,2025.05.05 10:05:01,GBPUSD,10386.77,2871.0,0.01,0.01,YES,YES
NORMAL,2025.05.05 10:05:00,2025.05.05 10:05:01,NZDUSD,10386.77,1973.0,0.02,0.02,YES,YES
NORMAL,2025.05.05 10:05:00,2025.05.05 10:05:01,USDCAD,10386.77,1717.5365330000002,0.03,0.03,YES,YES
NORMAL,2025.05.05 10:05:00,2025.05.05 10:05:01,USDCHF,10386.77,3878.726287,0.01,0.01,YES,YES
NORMAL,2025.05.05 10:05:00,2025.05.05 10:05:01,USDJPY,10386.77,3281.073554,0.01,0.01,YES,YES
NORMAL,2025.06.02 10:05:00,2025.06.02 10:05:01,AUDUSD,10451.84,1945.0,0.02,0.02,YES,NO
NORMAL,2025.06.02 10:05:00,2025.06.02 10:05:01,EURUSD,10451.84,2775.0,0.01,0.01,YES,NO
NORMAL,2025.06.02 10:05:00,2025.06.02 10:05:01,GBPUSD,10451.84,2745.0,0.01,0.01,YES,NO
NORMAL,2025.06.02 10:05:00,2025.06.02 10:05:01,NZDUSD,10451.84,1950.0,0.02,0.02,YES,NO
NORMAL,2025.06.02 10:05:00,2025.06.02 10:05:01,USDCAD,10451.84,1714.5945000000002,0.03,0.03,YES,NO
NORMAL,2025.06.02 10:05:00,2025.06.02 10:05:01,USDCHF,10451.84,2798.150024,0.01,0.01,YES,NO
NORMAL,2025.06.02 10:05:00,2025.06.02 10:05:01,USDJPY,10451.84,3041.009992,0.01,0.01,YES,NO
NORMAL,2025.07.07 10:05:00,2025.07.07 10:05:01,AUDUSD,10489.86,1723.0,0.03,0.03,YES,NO
NORMAL,2025.07.07 10:05:00,2025.07.07 10:05:01,EURUSD,10489.86,2293.0,0.02,0.02,YES,NO
NORMAL,2025.07.07 10:05:00,2025.07.07 10:05:01,GBPUSD,10489.86,3097.0,0.01,0.01,YES,NO
NORMAL,2025.07.07 10:05:00,2025.07.07 10:05:01,NZDUSD,10489.86,1821.0,0.02,0.02,YES,NO
NORMAL,2025.07.07 10:05:00,2025.07.07 10:05:01,USDCAD,10489.86,1755.0416225,0.02,0.02,YES,NO
NORMAL,2025.07.07 10:05:00,2025.07.07 10:05:01,USDCHF,10489.86,2384.335819,0.02,0.02,YES,NO
NORMAL,2025.07.07 10:05:00,2025.07.07 10:05:01,USDJPY,10489.86,2534.7339885,0.02,0.02,YES,NO
NORMAL,2025.09.01 10:05:00,2025.09.01 10:05:00,AUDUSD,10241.7,1389.0,0.03,0.03,YES,NO
NORMAL,2025.09.01 10:05:00,2025.09.01 10:05:00,EURUSD,10241.7,2336.0,0.02,0.02,YES,NO
NORMAL,2025.09.01 10:05:00,2025.09.01 10:05:00,GBPUSD,10241.7,2313.0,0.02,0.02,YES,NO
NORMAL,2025.09.01 10:05:00,2025.09.01 10:05:00,NZDUSD,10241.7,1542.0,0.03,0.03,YES,NO
NORMAL,2025.09.01 10:05:00,2025.09.01 10:05:00,USDCAD,10241.7,1206.5588042499999,0.04,0.04,YES,NO
NORMAL,2025.09.01 10:05:00,2025.09.01 10:05:00,USDCHF,10241.7,2074.862106,0.02,0.02,YES,NO
NORMAL,2025.09.01 10:05:00,2025.09.01 10:05:00,USDJPY,10241.7,2214.6622205,0.02,0.02,YES,NO
NORMAL,2025.10.06 10:05:00,2025.10.06 10:05:01,AUDUSD,10092.5,1328.0000000000002,0.03,0.03,YES,NO
NORMAL,2025.10.06 10:05:00,2025.10.06 10:05:01,EURUSD,10092.5,2281.0,0.02,0.02,YES,NO
NORMAL,2025.10.06 10:05:00,2025.10.06 10:05:01,GBPUSD,10092.5,2684.0,0.01,0.01,YES,NO
NORMAL,2025.10.06 10:05:00,2025.10.06 10:05:01,NZDUSD,10092.5,1439.0,0.03,0.03,YES,NO
NORMAL,2025.10.06 10:05:00,2025.10.06 10:05:01,USDCAD,10092.5,1126.3495349999998,0.04,0.04,YES,NO
NORMAL,2025.10.06 10:05:00,2025.10.06 10:05:01,USDCHF,10092.5,2062.799388,0.02,0.02,YES,NO
NORMAL,2025.10.06 10:05:00,2025.10.06 10:05:01,USDJPY,10092.5,2210.374985,0.02,0.02,YES,NO
NORMAL,2025.11.03 10:05:00,2025.11.03 10:05:01,AUDUSD,10313.09,1442.0,0.03,0.03,YES,NO
NORMAL,2025.11.03 10:05:00,2025.11.03 10:05:01,EURUSD,10313.09,1688.0,0.03,0.03,YES,NO
NORMAL,2025.11.03 10:05:00,2025.11.03 10:05:01,GBPUSD,10313.09,2427.0,0.02,0.02,YES,NO
NORMAL,2025.11.03 10:05:00,2025.11.03 10:05:01,NZDUSD,10313.09,1218.0,0.04,0.04,YES,NO
NORMAL,2025.11.03 10:05:00,2025.11.03 10:05:01,USDCAD,10313.09,1173.2987167499998,0.04,0.04,YES,NO
NORMAL,2025.11.03 10:05:00,2025.11.03 10:05:01,USDCHF,10313.09,1919.1354574999998,0.02,0.02,YES,NO
NORMAL,2025.11.03 10:05:00,2025.11.03 10:05:01,USDJPY,10313.09,2197.7024020000003,0.02,0.02,YES,NO
NORMAL,2025.12.01 10:05:00,2025.12.01 10:05:02,AUDUSD,10244.96,1361.0,0.03,0.03,YES,NO
NORMAL,2025.12.01 10:05:00,2025.12.01 10:05:02,EURUSD,10244.96,1618.0,0.03,0.03,YES,NO
NORMAL,2025.12.01 10:05:00,2025.12.01 10:05:02,GBPUSD,10244.96,2369.0,0.02,0.02,YES,NO
NORMAL,2025.12.01 10:05:00,2025.12.01 10:05:02,NZDUSD,10244.96,1462.0,0.03,0.03,YES,NO
NORMAL,2025.12.01 10:05:00,2025.12.01 10:05:02,USDCAD,10244.96,1168.511685,0.04,0.04,YES,NO
NORMAL,2025.12.01 10:05:00,2025.12.01 10:05:02,USDCHF,10244.96,2144.9554295,0.02,0.02,YES,NO
NORMAL,2025.12.01 10:05:00,2025.12.01 10:05:02,USDJPY,10244.96,1999.8713080000002,0.02,0.02,YES,NO
NORMAL,2026.01.05 10:05:00,2026.01.05 10:05:03,AUDUSD,10366.73,1152.0,0.04,0.04,YES,NO
NORMAL,2026.01.05 10:05:00,2026.01.05 10:05:03,EURUSD,10366.73,1361.0,0.03,0.03,YES,NO
NORMAL,2026.01.05 10:05:00,2026.01.05 10:05:03,GBPUSD,10366.73,2192.0,0.02,0.02,YES,NO
NORMAL,2026.01.05 10:05:00,2026.01.05 10:05:03,NZDUSD,10366.73,1265.0,0.04,0.04,YES,NO
NORMAL,2026.01.05 10:05:00,2026.01.05 10:05:03,USDCAD,10366.73,1009.7563807999999,0.05,0.05,YES,NO
NORMAL,2026.01.05 10:05:00,2026.01.05 10:05:03,USDCHF,10366.73,1647.8674656666667,0.03,0.03,YES,NO
NORMAL,2026.01.05 10:05:00,2026.01.05 10:05:03,USDJPY,10366.73,1878.7149055,0.02,0.02,YES,NO
NORMAL,2026.02.02 10:05:00,2026.02.02 10:05:01,AUDUSD,10701.97,2020.0,0.02,0.02,YES,NO
NORMAL,2026.02.02 10:05:00,2026.02.02 10:05:01,EURUSD,10701.97,2819.0,0.01,0.01,YES,NO
NORMAL,2026.02.02 10:05:00,2026.02.02 10:05:01,GBPUSD,10701.97,2935.0,0.01,0.01,YES,NO
NORMAL,2026.02.02 10:05:00,2026.02.02 10:05:01,NZDUSD,10701.97,1781.0,0.03,0.03,YES,NO
NORMAL,2026.02.02 10:05:00,2026.02.02 10:05:01,USDCAD,10701.97,1636.622391,0.03,0.03,YES,NO
NORMAL,2026.02.02 10:05:00,2026.02.02 10:05:01,USDCHF,10701.97,3324.837963,0.01,0.01,YES,NO
NORMAL,2026.02.02 10:05:00,2026.02.02 10:05:01,USDJPY,10701.97,2910.665987,0.01,0.01,YES,NO
NORMAL,2026.04.06 10:05:00,2026.04.06 10:05:00,AUDUSD,10625.03,2375.0,0.02,0.02,YES,NO
NORMAL,2026.04.06 10:05:00,2026.04.06 10:05:00,EURUSD,10625.03,2672.0,0.01,0.01,YES,NO
NORMAL,2026.04.06 10:05:00,2026.04.06 10:05:00,GBPUSD,10625.03,3743.9999999999995,0.01,0.01,YES,NO
NORMAL,2026.04.06 10:05:00,2026.04.06 10:05:00,NZDUSD,10625.03,2003.0,0.02,0.02,YES,NO
NORMAL,2026.04.06 10:05:00,2026.04.06 10:05:00,USDCAD,10625.03,1287.24253325,0.04,0.04,YES,NO
NORMAL,2026.04.06 10:05:00,2026.04.06 10:05:00,USDCHF,10625.03,2829.4804419999996,0.01,0.01,YES,NO
NORMAL,2026.04.06 10:05:00,2026.04.06 10:05:00,USDJPY,10625.03,2207.7318375,0.02,0.02,YES,NO
NORMAL,2026.05.04 10:05:00,2026.05.04 10:05:00,AUDUSD,10353.8,1870.0,0.02,0.02,YES,NO
NORMAL,2026.05.04 10:05:00,2026.05.04 10:05:00,EURUSD,10353.8,1862.0,0.02,0.02,YES,NO
NORMAL,2026.05.04 10:05:00,2026.05.04 10:05:00,GBPUSD,10353.8,2429.0,0.02,0.02,YES,NO
NORMAL,2026.05.04 10:05:00,2026.05.04 10:05:00,NZDUSD,10353.8,1862.0,0.02,0.02,YES,NO
NORMAL,2026.05.04 10:05:00,2026.05.04 10:05:00,USDCAD,10353.8,1350.0257943333334,0.03,0.03,YES,NO
NORMAL,2026.05.04 10:05:00,2026.05.04 10:05:00,USDCHF,10353.8,2321.637352,0.02,0.02,YES,NO
NORMAL,2026.05.04 10:05:00,2026.05.04 10:05:00,USDJPY,10353.8,2358.8469565,0.02,0.02,YES,NO
NORMAL,2026.06.01 10:05:00,2026.06.01 10:05:01,AUDUSD,10200.28,1778.9999999999998,0.02,0.02,YES,NO
NORMAL,2026.06.01 10:05:00,2026.06.01 10:05:01,EURUSD,10200.28,1637.0,0.03,0.03,YES,NO
NORMAL,2026.06.01 10:05:00,2026.06.01 10:05:01,GBPUSD,10200.28,2512.0,0.02,0.02,YES,NO
NORMAL,2026.06.01 10:05:00,2026.06.01 10:05:01,NZDUSD,10200.28,1805.9999999999998,0.02,0.02,YES,NO
NORMAL,2026.06.01 10:05:00,2026.06.01 10:05:01,USDCAD,10200.28,1193.59449725,0.04,0.04,YES,NO
NORMAL,2026.06.01 10:05:00,2026.06.01 10:05:01,USDCHF,10200.28,2356.4158955,0.02,0.02,YES,NO
NORMAL,2026.06.01 10:05:00,2026.06.01 10:05:01,USDJPY,10200.28,1139.57076375,0.04,0.04,YES,NO
NORMAL,2026.07.06 10:05:00,2026.07.06 10:05:03,AUDUSD,10666.96,1443.0,0.03,0.03,YES,NO
NORMAL,2026.07.06 10:05:00,2026.07.06 10:05:03,EURUSD,10666.96,2023.9999999999998,0.02,0.02,YES,NO
NORMAL,2026.07.06 10:05:00,2026.07.06 10:05:03,GBPUSD,10666.96,2558.0,0.02,0.02,YES,NO
NORMAL,2026.07.06 10:05:00,2026.07.06 10:05:03,NZDUSD,10666.96,1342.0,0.03,0.03,YES,NO
NORMAL,2026.07.06 10:05:00,2026.07.06 10:05:03,USDCAD,10666.96,1335.0965800000001,0.03,0.03,YES,NO
NORMAL,2026.07.06 10:05:00,2026.07.06 10:05:03,USDCHF,10666.96,2110.4117785,0.02,0.02,YES,NO
NORMAL,2026.07.06 10:05:00,2026.07.06 10:05:03,USDJPY,10666.96,1329.470862,0.04,0.04,YES,NO
HIGH,2025.01.06 10:05:00,2025.01.06 10:05:00,AUDUSD,10000.0,1449.0,0.03,0.03,YES,YES
HIGH,2025.01.06 10:05:00,2025.01.06 10:05:00,EURUSD,10000.0,2286.0,0.02,0.02,YES,YES
HIGH,2025.01.06 10:05:00,2025.01.06 10:05:00,GBPUSD,10000.0,2981.0,0.01,0.01,YES,YES
HIGH,2025.01.06 10:05:00,2025.01.06 10:05:00,NZDUSD,10000.0,1371.0000000000002,0.03,0.03,YES,YES
HIGH,2025.01.06 10:05:00,2025.01.06 10:05:00,USDCAD,10000.0,1766.8605905,0.02,0.02,YES,YES
HIGH,2025.01.06 10:05:00,2025.01.06 10:05:00,USDCHF,10000.0,2197.5842005,0.02,0.02,YES,YES
HIGH,2025.01.06 10:05:00,2025.01.06 10:05:00,USDJPY,10000.0,2550.308321,0.01,0.01,YES,YES
HIGH,2025.02.03 10:05:00,2025.02.03 10:05:01,AUDUSD,10149.726096002842,1683.0000000000002,0.03,0.03,YES,YES
HIGH,2025.02.03 10:05:00,2025.02.03 10:05:01,EURUSD,10149.726096002842,2517.0,0.02,0.02,YES,YES
HIGH,2025.02.03 10:05:00,2025.02.03 10:05:01,GBPUSD,10149.726096002842,3137.0,0.01,0.01,YES,YES
HIGH,2025.02.03 10:05:00,2025.02.03 10:05:01,NZDUSD,10149.726096002842,1596.0000000000002,0.03,0.03,YES,YES
HIGH,2025.02.03 10:05:00,2025.02.03 10:05:01,USDCAD,10149.726096002842,2343.6172455,0.02,0.02,YES,YES
HIGH,2025.02.03 10:05:00,2025.02.03 10:05:01,USDCHF,10149.726096002842,2008.3336055,0.02,0.02,YES,YES
HIGH,2025.02.03 10:05:00,2025.02.03 10:05:01,USDJPY,10149.726096002842,2838.255417,0.01,0.01,YES,YES
HIGH,2025.03.03 10:05:00,2025.03.03 10:05:00,AUDUSD,9849.490508958323,1611.0,0.03,0.03,YES,YES
HIGH,2025.03.03 10:05:00,2025.03.03 10:05:00,EURUSD,9849.490508958323,2152.0,0.02,0.02,YES,YES
HIGH,2025.03.03 10:05:00,2025.03.03 10:05:00,GBPUSD,9849.490508958323,2469.0,0.01,0.01,YES,YES
HIGH,2025.03.03 10:05:00,2025.03.03 10:05:00,NZDUSD,9849.490508958323,1591.0,0.03,0.03,YES,YES
HIGH,2025.03.03 10:05:00,2025.03.03 10:05:00,USDCAD,9849.490508958323,1587.6551286666665,0.03,0.03,YES,YES
HIGH,2025.03.03 10:05:00,2025.03.03 10:05:00,USDCHF,9849.490508958323,1995.8484575,0.02,0.02,YES,YES
HIGH,2025.03.03 10:05:00,2025.03.03 10:05:00,USDJPY,9849.490508958323,2980.5549859999996,0.01,0.01,YES,YES
HIGH,2025.04.07 10:05:00,2025.04.07 10:05:01,AUDUSD,10094.703483666695,2532.0,0.01,0.01,YES,YES
HIGH,2025.04.07 10:05:00,2025.04.07 10:05:01,EURUSD,10094.703483666695,3122.0,0.01,0.01,YES,YES
HIGH,2025.04.07 10:05:00,2025.04.07 10:05:01,GBPUSD,10094.703483666695,3082.9999999999995,0.01,0.01,YES,YES
HIGH,2025.04.07 10:05:00,2025.04.07 10:05:01,NZDUSD,10094.703483666695,2259.0,0.02,0.02,YES,YES
HIGH,2025.04.07 10:05:00,2025.04.07 10:05:01,USDCAD,10094.703483666695,2189.084067,0.02,0.02,YES,YES
HIGH,2025.04.07 10:05:00,2025.04.07 10:05:01,USDCHF,10094.703483666695,2638.531764,0.01,0.01,YES,YES
HIGH,2025.04.07 10:05:00,2025.04.07 10:05:01,USDJPY,10094.703483666695,3278.982138,0.01,0.01,YES,YES
HIGH,2025.05.05 10:05:00,2025.05.05 10:05:01,AUDUSD,10350.458693323979,2011.0,0.02,0.02,YES,YES
HIGH,2025.05.05 10:05:00,2025.05.05 10:05:01,EURUSD,10350.458693323979,3116.0,0.01,0.01,YES,YES
HIGH,2025.05.05 10:05:00,2025.05.05 10:05:01,GBPUSD,10350.458693323979,2871.0,0.01,0.01,YES,YES
HIGH,2025.05.05 10:05:00,2025.05.05 10:05:01,NZDUSD,10350.458693323979,1973.0,0.02,0.02,YES,YES
HIGH,2025.05.05 10:05:00,2025.05.05 10:05:01,USDCAD,10350.458693323979,1717.5365330000002,0.03,0.03,YES,YES
HIGH,2025.05.05 10:05:00,2025.05.05 10:05:01,USDCHF,10350.458693323979,3878.726287,0.01,0.01,YES,YES
HIGH,2025.05.05 10:05:00,2025.05.05 10:05:01,USDJPY,10350.458693323979,3281.073554,0.01,0.01,YES,YES
HIGH,2025.06.02 10:05:00,2025.06.02 10:05:01,AUDUSD,10404.71674975408,1945.0,0.02,0.02,YES,NO
HIGH,2025.06.02 10:05:00,2025.06.02 10:05:01,EURUSD,10404.71674975408,2775.0,0.01,0.01,YES,NO
HIGH,2025.06.02 10:05:00,2025.06.02 10:05:01,GBPUSD,10404.71674975408,2745.0,0.01,0.01,YES,NO
HIGH,2025.06.02 10:05:00,2025.06.02 10:05:01,NZDUSD,10404.71674975408,1950.0,0.02,0.02,YES,NO
HIGH,2025.06.02 10:05:00,2025.06.02 10:05:01,USDCAD,10404.71674975408,1714.5945000000002,0.03,0.03,YES,NO
HIGH,2025.06.02 10:05:00,2025.06.02 10:05:01,USDCHF,10404.71674975408,2798.150024,0.01,0.01,YES,NO
HIGH,2025.06.02 10:05:00,2025.06.02 10:05:01,USDJPY,10404.71674975408,3041.009992,0.01,0.01,YES,NO
HIGH,2025.07.07 10:05:00,2025.07.07 10:05:01,AUDUSD,10430.346832840813,1723.0,0.03,0.03,YES,NO
HIGH,2025.07.07 10:05:00,2025.07.07 10:05:01,EURUSD,10430.346832840813,2293.0,0.02,0.02,YES,NO
HIGH,2025.07.07 10:05:00,2025.07.07 10:05:01,GBPUSD,10430.346832840813,3097.0,0.01,0.01,YES,NO
HIGH,2025.07.07 10:05:00,2025.07.07 10:05:01,NZDUSD,10430.346832840813,1821.0,0.02,0.02,YES,NO
HIGH,2025.07.07 10:05:00,2025.07.07 10:05:01,USDCAD,10430.346832840813,1755.0416225,0.02,0.02,YES,NO
HIGH,2025.07.07 10:05:00,2025.07.07 10:05:01,USDCHF,10430.346832840813,2384.335819,0.02,0.02,YES,NO
HIGH,2025.07.07 10:05:00,2025.07.07 10:05:01,USDJPY,10430.346832840813,2534.7339885,0.02,0.02,YES,NO
HIGH,2025.09.01 10:05:00,2025.09.01 10:05:00,AUDUSD,10170.604506350504,1389.0,0.03,0.03,YES,NO
HIGH,2025.09.01 10:05:00,2025.09.01 10:05:00,EURUSD,10170.604506350504,2336.0,0.02,0.02,YES,NO
HIGH,2025.09.01 10:05:00,2025.09.01 10:05:00,GBPUSD,10170.604506350504,2313.0,0.02,0.02,YES,NO
HIGH,2025.09.01 10:05:00,2025.09.01 10:05:00,NZDUSD,10170.604506350504,1542.0,0.03,0.03,YES,NO
HIGH,2025.09.01 10:05:00,2025.09.01 10:05:00,USDCAD,10170.604506350504,1206.5588042499999,0.04,0.04,YES,NO
HIGH,2025.09.01 10:05:00,2025.09.01 10:05:00,USDCHF,10170.604506350504,2074.862106,0.02,0.02,YES,NO
HIGH,2025.09.01 10:05:00,2025.09.01 10:05:00,USDJPY,10170.604506350504,2214.6622205,0.02,0.02,YES,NO
HIGH,2025.10.06 10:05:00,2025.10.06 10:05:01,AUDUSD,10000.06673263195,1328.0000000000002,0.03,0.03,YES,NO
HIGH,2025.10.06 10:05:00,2025.10.06 10:05:01,EURUSD,10000.06673263195,2281.0,0.02,0.02,YES,NO
HIGH,2025.10.06 10:05:00,2025.10.06 10:05:01,GBPUSD,10000.06673263195,2684.0,0.01,0.01,YES,NO
HIGH,2025.10.06 10:05:00,2025.10.06 10:05:01,NZDUSD,10000.06673263195,1439.0,0.03,0.03,YES,NO
HIGH,2025.10.06 10:05:00,2025.10.06 10:05:01,USDCAD,10000.06673263195,1126.3495349999998,0.04,0.04,YES,NO
HIGH,2025.10.06 10:05:00,2025.10.06 10:05:01,USDCHF,10000.06673263195,2062.799388,0.02,0.02,YES,NO
HIGH,2025.10.06 10:05:00,2025.10.06 10:05:01,USDJPY,10000.06673263195,2210.374985,0.02,0.02,YES,NO
HIGH,2025.11.03 10:05:00,2025.11.03 10:05:01,AUDUSD,10211.769034654499,1442.0,0.03,0.03,YES,NO
HIGH,2025.11.03 10:05:00,2025.11.03 10:05:01,EURUSD,10211.769034654499,1688.0,0.03,0.03,YES,NO
HIGH,2025.11.03 10:05:00,2025.11.03 10:05:01,GBPUSD,10211.769034654499,2427.0,0.02,0.02,YES,NO
HIGH,2025.11.03 10:05:00,2025.11.03 10:05:01,NZDUSD,10211.769034654499,1218.0,0.04,0.04,YES,NO
HIGH,2025.11.03 10:05:00,2025.11.03 10:05:01,USDCAD,10211.769034654499,1173.2987167499998,0.04,0.04,YES,NO
HIGH,2025.11.03 10:05:00,2025.11.03 10:05:01,USDCHF,10211.769034654499,1919.1354574999998,0.02,0.02,YES,NO
HIGH,2025.11.03 10:05:00,2025.11.03 10:05:01,USDJPY,10211.769034654499,2197.7024020000003,0.02,0.02,YES,NO
HIGH,2025.12.01 10:05:00,2025.12.01 10:05:02,AUDUSD,10134.717048482402,1361.0,0.03,0.03,YES,NO
HIGH,2025.12.01 10:05:00,2025.12.01 10:05:02,EURUSD,10134.717048482402,1618.0,0.03,0.03,YES,NO
HIGH,2025.12.01 10:05:00,2025.12.01 10:05:02,GBPUSD,10134.717048482402,2369.0,0.02,0.02,YES,NO
HIGH,2025.12.01 10:05:00,2025.12.01 10:05:02,NZDUSD,10134.717048482402,1462.0,0.03,0.03,YES,NO
HIGH,2025.12.01 10:05:00,2025.12.01 10:05:02,USDCAD,10134.717048482402,1168.511685,0.04,0.04,YES,NO
HIGH,2025.12.01 10:05:00,2025.12.01 10:05:02,USDCHF,10134.717048482402,2144.9554295,0.02,0.02,YES,NO
HIGH,2025.12.01 10:05:00,2025.12.01 10:05:02,USDJPY,10134.717048482402,1999.8713080000002,0.02,0.02,YES,NO
HIGH,2026.01.05 10:05:00,2026.01.05 10:05:03,AUDUSD,10232.374646892917,1152.0,0.04,0.04,YES,NO
HIGH,2026.01.05 10:05:00,2026.01.05 10:05:03,EURUSD,10232.374646892917,1361.0,0.03,0.03,YES,NO
HIGH,2026.01.05 10:05:00,2026.01.05 10:05:03,GBPUSD,10232.374646892917,2192.0,0.02,0.02,YES,NO
HIGH,2026.01.05 10:05:00,2026.01.05 10:05:03,NZDUSD,10232.374646892917,1265.0,0.04,0.04,YES,NO
HIGH,2026.01.05 10:05:00,2026.01.05 10:05:03,USDCAD,10232.374646892917,1009.7563807999999,0.05,0.05,YES,NO
HIGH,2026.01.05 10:05:00,2026.01.05 10:05:03,USDCHF,10232.374646892917,1647.8674656666667,0.03,0.03,YES,NO
HIGH,2026.01.05 10:05:00,2026.01.05 10:05:03,USDJPY,10232.374646892917,1878.7149055,0.02,0.02,YES,NO
HIGH,2026.02.02 10:05:00,2026.02.02 10:05:01,AUDUSD,10547.4228946727,2020.0,0.02,0.02,YES,NO
HIGH,2026.02.02 10:05:00,2026.02.02 10:05:01,EURUSD,10547.4228946727,2819.0,0.01,0.01,YES,NO
HIGH,2026.02.02 10:05:00,2026.02.02 10:05:01,GBPUSD,10547.4228946727,2935.0,0.01,0.01,YES,NO
HIGH,2026.02.02 10:05:00,2026.02.02 10:05:01,NZDUSD,10547.4228946727,1781.0,0.03,0.02,NO,NO
HIGH,2026.02.02 10:05:00,2026.02.02 10:05:01,USDCAD,10547.4228946727,1636.622391,0.03,0.03,YES,NO
HIGH,2026.02.02 10:05:00,2026.02.02 10:05:01,USDCHF,10547.4228946727,3324.837963,0.01,0.01,YES,NO
HIGH,2026.02.02 10:05:00,2026.02.02 10:05:01,USDJPY,10547.4228946727,2910.665987,0.01,0.01,YES,NO
HIGH,2026.04.06 10:05:00,2026.04.06 10:05:00,AUDUSD,10459.235928001859,2375.0,0.02,0.02,YES,NO
HIGH,2026.04.06 10:05:00,2026.04.06 10:05:00,EURUSD,10459.235928001859,2672.0,0.01,0.01,YES,NO
HIGH,2026.04.06 10:05:00,2026.04.06 10:05:00,GBPUSD,10459.235928001859,3743.9999999999995,0.01,0.01,YES,NO
HIGH,2026.04.06 10:05:00,2026.04.06 10:05:00,NZDUSD,10459.235928001859,2003.0,0.02,0.02,YES,NO
