schema,symbol,previous_tick,current_tick,gap_seconds
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.07.09 23:57:59,2021.07.12 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.07.16 23:57:59,2021.07.19 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.07.23 23:57:59,2021.07.26 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.07.30 23:57:59,2021.08.02 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.08.06 23:57:30,2021.08.09 00:00:00,172950
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.08.13 23:57:59,2021.08.16 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.08.20 23:57:59,2021.08.23 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.08.27 23:57:59,2021.08.30 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.09.03 23:57:59,2021.09.06 00:03:00,173101
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.09.10 23:57:59,2021.09.13 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.09.17 23:57:59,2021.09.20 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.09.24 23:57:59,2021.09.27 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.10.01 23:57:59,2021.10.04 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.10.08 23:57:59,2021.10.11 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.10.15 23:57:59,2021.10.18 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.10.22 23:57:59,2021.10.25 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.10.29 23:57:59,2021.11.01 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.11.05 23:57:59,2021.11.08 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.11.12 23:57:59,2021.11.15 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,AUDUSD,2021.11.19 23:57:59,2021.11.22 00:01:00,172981
