physical_run,run_id,segment,dataset,cost_profile,execution_layer,position_identifier,direction,entry_time,exit_time,entry_price,exit_price,volume,initial_risk_amount,native_deal_net_before_external_commission,native_tester_commission,external_commission_adjustment,native_trade_net,spread_cost,swap_cost,fee_cost,adverse_entry_slippage_cost,adverse_exit_slippage_cost,native_friction,supplementary_multiplier,supplementary_charge,adjusted_trade_net,realized_net_R,exit_reason,naturally_closed,holding_seconds,synthetic_equity_before,synthetic_cash_flow,synthetic_equity_after
9,009-d3-stress-native,D3,DEVELOPMENT,STRESS,NATIVE_NORMAL_EXECUTION,72,LONG,2025-06-24T02:00:00,2025-06-25T11:00:00,1.15937,1.15984,0.05,21.05,1.86,0.0,0.30000000000000004,1.56,0.65,0.49,0.0,0.0,0.0,1.44,1.0,1.44,0.1200000000000001,0.005700712589073639,LONG_EXIT_BREAKOUT,True,118800.0,9845.896894849478,0.14032157094797368,9846.037216420427
9,009-d3-stress-native,D3,DEVELOPMENT,STRESS,NATIVE_NORMAL_EXECUTION,74,LONG,2025-06-25T21:00:00,2025-06-27T02:00:00,1.16432,1.16828,0.07,22.54,25.0,0.0,0.42000000000000004,24.58,0.8400000000000001,2.72,0.0,0.0,0.0,3.9800000000000004,1.0,3.9800000000000004,20.599999999999998,0.9139307897071871,LONG_EXIT_BREAKOUT,True,104400.0,9846.037216420427,22.49649142172369,9868.53370784215
9,009-d3-stress-native,D3,DEVELOPMENT,STRESS,NATIVE_NORMAL_EXECUTION,76,LONG,2025-06-27T16:00:00,2025-06-27T17:46:46,1.17475,1.17097,0.06,22.26,-22.68,0.0,0.36,-23.04,0.72,0.0,0.0,0.0,0.0,1.08,1.0,1.08,-24.119999999999997,-1.0835579514824796,STOP_LOSS_EXIT,True,6406.0,9868.53370784215,-26.7328204215131,9841.800887420637
9,009-d3-stress-native,D3,DEVELOPMENT,STRESS,NATIVE_NORMAL_EXECUTION,78,LONG,2025-06-30T19:00:00,2025-07-01T20:00:00,1.17699,1.17649,0.06,23.22,-3.58,0.0,0.36,-3.94,0.72,0.58,0.0,0.0,0.0,1.6600000000000001,1.0,1.6600000000000001,-5.6,-0.24117140396210163,LONG_EXIT_BREAKOUT,True,90000.0,9841.800887420637,-5.933902343836732,9835.8669850768
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,2,SHORT,2025-07-07T12:00:00,2025-07-08T03:43:57,1.17236,1.17482,0.1,24.4,-24.150000000000002,0.0,0.6000000000000001,-24.750000000000004,1.2000000000000002,0.45,0.0,0.0,0.0,2.2500000000000004,0.0,0.0,-24.750000000000004,-1.0143442622950822,STOP_LOSS_EXIT,True,56637.0,10000.0,-25.358606557377055,9974.641393442624
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,4,LONG,2025-07-08T11:00:00,2025-07-08T13:29:00,1.17606,1.17314,0.08,23.36,-23.36,0.0,0.48,-23.84,0.88,0.0,0.0,0.0,0.0,1.3599999999999999,0.0,0.0,-23.84,-1.0205479452054795,STOP_LOSS_EXIT,True,8940.0,9974.641393442624,-25.448999445598478,9949.192393997026
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,6,SHORT,2025-07-08T18:00:00,2025-07-08T20:54:53,1.16916,1.17239,0.07,22.54,-22.61,0.0,0.42000000000000004,-23.03,0.77,0.0,0.0,0.0,0.0,1.19,0.0,0.0,-23.03,-1.0217391304347827,STOP_LOSS_EXIT,True,10493.0,9949.192393997026,-25.413697962927188,9923.778696034098
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,8,SHORT,2025-07-10T17:00:00,2025-07-15T09:00:00,1.1692,1.16858,0.09,22.5,6.8100000000000005,0.0,0.54,6.2700000000000005,1.08,1.23,0.0,0.0,0.0,2.85,0.0,0.0,6.2700000000000005,0.2786666666666667,SHORT_EXIT_BREAKOUT,True,403200.0,9923.778696034098,6.913565824903755,9930.692261859002
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,10,SHORT,2025-07-15T17:00:00,2025-07-16T08:00:00,1.16423,1.16203,0.08,23.52,17.96,0.0,0.48,17.48,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,17.48,0.7431972789115646,SHORT_EXIT_BREAKOUT,True,54000.0,9930.692261859002,18.451158666804353,9949.143420525807
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,12,SHORT,2025-07-16T17:00:00,2025-07-16T17:56:23,1.15721,1.16011,0.08,22.88,-23.2,0.0,0.48,-23.68,1.04,0.0,0.0,0.0,0.0,1.52,0.0,0.0,-23.68,-1.034965034965035,STOP_LOSS_EXIT,True,3383.0,9949.143420525807,-25.7425389202416,9923.400881605565
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,14,LONG,2025-07-21T18:00:00,2025-07-23T09:00:00,1.16971,1.17299,0.08,22.16,24.68,0.0,0.48,24.2,0.96,1.56,0.0,0.0,0.0,3.0,0.0,0.0,24.2,1.092057761732852,LONG_EXIT_BREAKOUT,True,140400.0,9923.400881605565,27.092317388859957,9950.493198994425
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,16,LONG,2025-07-23T22:00:00,2025-07-24T10:00:00,1.17722,1.17565,0.08,24.64,-14.89,0.0,0.48,-15.370000000000001,0.96,2.33,0.0,0.0,0.0,3.77,0.0,0.0,-15.370000000000001,-0.6237824675324676,LONG_EXIT_BREAKOUT,True,43200.0,9950.493198994425,-15.51735800208445,9934.975840992342
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,18,SHORT,2025-07-28T11:00:00,2025-07-30T04:00:00,1.16742,1.15679,0.07,24.15,75.05,0.0,0.42000000000000004,74.63,0.8400000000000001,0.64,0.0,0.0,0.0,1.9000000000000004,0.0,0.0,74.63,3.0902691511387164,SHORT_EXIT_BREAKOUT,True,147600.0,9934.975840992342,76.75437339681766,10011.73021438916
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,20,SHORT,2025-07-30T16:00:00,2025-07-31T10:00:00,1.14722,1.14589,0.06,22.86,8.790000000000001,0.0,0.36,8.430000000000001,0.72,0.81,0.0,0.0,0.0,1.8900000000000001,0.0,0.0,8.430000000000001,0.36876640419947515,SHORT_EXIT_BREAKOUT,True,64800.0,10011.73021438916,9.229974377438827,10020.960188766598
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,22,SHORT,2025-08-01T13:00:00,2025-08-01T15:30:11,1.14006,1.14367,0.07,22.82,-25.27,0.0,0.42000000000000004,-25.69,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,-25.69,-1.1257668711656441,STOP_LOSS_EXIT,True,9011.0,10020.960188766598,-28.20316249445814,9992.75702627214
10,010-v1-normal-native,V1,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,24,SHORT,2025-08-05T08:00:00,2025-08-05T17:00:00,1.15475,1.15658,0.08,24.4,-14.64,0.0,0.48,-15.120000000000001,0.96,0.0,0.0,0.0,0.0,1.44,0.0,0.0,-15.120000000000001,-0.619672131147541,SHORT_EXIT_BREAKOUT,True,32400.0,9992.75702627214,-15.480582606274055,9977.276443665865
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,2,SHORT,2025-07-07T12:00:00,2025-07-08T03:43:57,1.17236,1.17482,0.1,24.4,-24.150000000000002,0.0,0.6000000000000001,-24.750000000000004,1.2000000000000002,0.45,0.0,0.0,0.0,2.2500000000000004,0.5,1.1250000000000002,-25.875000000000004,-1.0604508196721314,STOP_LOSS_EXIT,True,56637.0,10000.0,-26.511270491803284,9973.488729508197
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,4,LONG,2025-07-08T11:00:00,2025-07-08T13:29:00,1.17606,1.17314,0.08,23.36,-23.36,0.0,0.48,-23.84,0.88,0.0,0.0,0.0,0.0,1.3599999999999999,0.5,0.6799999999999999,-24.52,-1.0496575342465753,STOP_LOSS_EXIT,True,8940.0,9973.488729508197,-26.17186896912896,9947.316860539067
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,6,SHORT,2025-07-08T18:00:00,2025-07-08T20:54:53,1.16916,1.17239,0.07,22.54,-22.61,0.0,0.42000000000000004,-23.03,0.77,0.0,0.0,0.0,0.0,1.19,0.5,0.595,-23.625,-1.048136645962733,STOP_LOSS_EXIT,True,10493.0,9947.316860539067,-26.065368326334905,9921.251492212732
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,8,SHORT,2025-07-10T17:00:00,2025-07-15T09:00:00,1.1692,1.16858,0.09,22.5,6.8100000000000005,0.0,0.54,6.2700000000000005,1.08,1.23,0.0,0.0,0.0,2.85,0.5,1.425,4.845000000000001,0.21533333333333335,SHORT_EXIT_BREAKOUT,True,403200.0,9921.251492212732,5.340940386641188,9926.592432599373
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,10,SHORT,2025-07-15T17:00:00,2025-07-16T08:00:00,1.16423,1.16203,0.08,23.52,17.96,0.0,0.48,17.48,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,0.5,0.8999999999999999,16.580000000000002,0.7049319727891158,SHORT_EXIT_BREAKOUT,True,54000.0,9926.592432599373,17.49393096646446,9944.086363565837
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,12,SHORT,2025-07-16T17:00:00,2025-07-16T17:56:23,1.15721,1.16011,0.08,22.88,-23.2,0.0,0.48,-23.68,1.04,0.0,0.0,0.0,0.0,1.52,0.5,0.76,-24.44,-1.0681818181818183,STOP_LOSS_EXIT,True,3383.0,9944.086363565837,-26.555230629976958,9917.53113293586
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,14,LONG,2025-07-21T18:00:00,2025-07-23T09:00:00,1.16971,1.17299,0.08,22.16,24.68,0.0,0.48,24.2,0.96,1.56,0.0,0.0,0.0,3.0,0.5,1.5,22.7,1.0243682310469313,LONG_EXIT_BREAKOUT,True,140400.0,9917.53113293586,25.398009557495936,9942.929142493354
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,16,LONG,2025-07-23T22:00:00,2025-07-24T10:00:00,1.17722,1.17565,0.08,24.64,-14.89,0.0,0.48,-15.370000000000001,0.96,2.33,0.0,0.0,0.0,3.77,0.5,1.885,-17.255000000000003,-0.700284090909091,LONG_EXIT_BREAKOUT,True,43200.0,9942.929142493354,-17.407187738811167,9925.521954754544
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,18,SHORT,2025-07-28T11:00:00,2025-07-30T04:00:00,1.16742,1.15679,0.07,24.15,75.05,0.0,0.42000000000000004,74.63,0.8400000000000001,0.64,0.0,0.0,0.0,1.9000000000000004,0.5,0.9500000000000002,73.67999999999999,3.0509316770186334,SHORT_EXIT_BREAKOUT,True,147600.0,9925.521954754544,75.70522335676137,10001.227178111305
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,20,SHORT,2025-07-30T16:00:00,2025-07-31T10:00:00,1.14722,1.14589,0.06,22.86,8.790000000000001,0.0,0.36,8.430000000000001,0.72,0.81,0.0,0.0,0.0,1.8900000000000001,0.5,0.9450000000000001,7.485000000000001,0.32742782152230976,SHORT_EXIT_BREAKOUT,True,64800.0,10001.227178111305,8.186700068696755,10009.413878180001
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,22,SHORT,2025-08-01T13:00:00,2025-08-01T15:30:11,1.14006,1.14367,0.07,22.82,-25.27,0.0,0.42000000000000004,-25.69,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.5,0.6300000000000001,-26.32,-1.1533742331288344,STOP_LOSS_EXIT,True,9011.0,10009.413878180001,-28.861500139537426,9980.552378040464
11,011-v1-high-native,V1,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,24,SHORT,2025-08-05T08:00:00,2025-08-05T17:00:00,1.15475,1.15658,0.08,24.4,-14.64,0.0,0.48,-15.120000000000001,0.96,0.0,0.0,0.0,0.0,1.44,0.5,0.72,-15.840000000000002,-0.6491803278688526,SHORT_EXIT_BREAKOUT,True,32400.0,9980.552378040464,-16.197945662721413,9964.354432377742
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,2,SHORT,2025-07-07T12:00:00,2025-07-08T03:43:57,1.17236,1.17482,0.1,24.4,-24.150000000000002,0.0,0.6000000000000001,-24.750000000000004,1.2000000000000002,0.45,0.0,0.0,0.0,2.2500000000000004,1.0,2.2500000000000004,-27.000000000000004,-1.1065573770491806,STOP_LOSS_EXIT,True,56637.0,10000.0,-27.663934426229513,9972.33606557377
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,4,LONG,2025-07-08T11:00:00,2025-07-08T13:29:00,1.17606,1.17314,0.08,23.36,-23.36,0.0,0.48,-23.84,0.88,0.0,0.0,0.0,0.0,1.3599999999999999,1.0,1.3599999999999999,-25.2,-1.0787671232876712,STOP_LOSS_EXIT,True,8940.0,9972.33606557377,-26.894570724792274,9945.441494848978
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,6,SHORT,2025-07-08T18:00:00,2025-07-08T20:54:53,1.16916,1.17239,0.07,22.54,-22.61,0.0,0.42000000000000004,-23.03,0.77,0.0,0.0,0.0,0.0,1.19,1.0,1.19,-24.220000000000002,-1.0745341614906834,STOP_LOSS_EXIT,True,10493.0,9945.441494848978,-26.71679159330549,9918.724703255672
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,8,SHORT,2025-07-10T17:00:00,2025-07-15T09:00:00,1.1692,1.16858,0.09,22.5,6.8100000000000005,0.0,0.54,6.2700000000000005,1.08,1.23,0.0,0.0,0.0,2.85,1.0,2.85,3.4200000000000004,0.15200000000000002,SHORT_EXIT_BREAKOUT,True,403200.0,9918.724703255672,3.7691153872371554,9922.493818642908
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,10,SHORT,2025-07-15T17:00:00,2025-07-16T08:00:00,1.16423,1.16203,0.08,23.52,17.96,0.0,0.48,17.48,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,1.0,1.7999999999999998,15.68,0.6666666666666666,SHORT_EXIT_BREAKOUT,True,54000.0,9922.493818642908,16.53748969773818,9939.031308340645
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,12,SHORT,2025-07-16T17:00:00,2025-07-16T17:56:23,1.15721,1.16011,0.08,22.88,-23.2,0.0,0.48,-23.68,1.04,0.0,0.0,0.0,0.0,1.52,1.0,1.52,-25.2,-1.1013986013986015,STOP_LOSS_EXIT,True,3383.0,9939.031308340645,-27.367087955658246,9911.664220384988
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,14,LONG,2025-07-21T18:00:00,2025-07-23T09:00:00,1.16971,1.17299,0.08,22.16,24.68,0.0,0.48,24.2,0.96,1.56,0.0,0.0,0.0,3.0,1.0,3.0,21.2,0.9566787003610108,LONG_EXIT_BREAKOUT,True,140400.0,9911.664220384988,23.705695111931604,9935.36991549692
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,16,LONG,2025-07-23T22:00:00,2025-07-24T10:00:00,1.17722,1.17565,0.08,24.64,-14.89,0.0,0.48,-15.370000000000001,0.96,2.33,0.0,0.0,0.0,3.77,1.0,3.77,-19.14,-0.7767857142857143,LONG_EXIT_BREAKOUT,True,43200.0,9935.36991549692,-19.29413354125518,9916.075781955664
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,18,SHORT,2025-07-28T11:00:00,2025-07-30T04:00:00,1.16742,1.15679,0.07,24.15,75.05,0.0,0.42000000000000004,74.63,0.8400000000000001,0.64,0.0,0.0,0.0,1.9000000000000004,1.0,1.9000000000000004,72.72999999999999,3.0115942028985505,SHORT_EXIT_BREAKOUT,True,147600.0,9916.075781955664,74.65799085110098,9990.733772806765
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,20,SHORT,2025-07-30T16:00:00,2025-07-31T10:00:00,1.14722,1.14589,0.06,22.86,8.790000000000001,0.0,0.36,8.430000000000001,0.72,0.81,0.0,0.0,0.0,1.8900000000000001,1.0,1.8900000000000001,6.540000000000001,0.2860892388451444,SHORT_EXIT_BREAKOUT,True,64800.0,9990.733772806765,7.145603551416914,9997.879376358182
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,22,SHORT,2025-08-01T13:00:00,2025-08-01T15:30:11,1.14006,1.14367,0.07,22.82,-25.27,0.0,0.42000000000000004,-25.69,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,1.0,1.2600000000000002,-26.950000000000003,-1.1809815950920246,STOP_LOSS_EXIT,True,9011.0,9997.879376358182,-29.518278833572854,9968.361097524608
12,012-v1-stress-native,V1,VALIDATION,STRESS,NATIVE_NORMAL_EXECUTION,24,SHORT,2025-08-05T08:00:00,2025-08-05T17:00:00,1.15475,1.15658,0.08,24.4,-14.64,0.0,0.48,-15.120000000000001,0.96,0.0,0.0,0.0,0.0,1.44,1.0,1.44,-16.560000000000002,-0.678688524590164,SHORT_EXIT_BREAKOUT,True,32400.0,9968.361097524608,-16.913530714652413,9951.447566809957
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,2,LONG,2025-08-20T16:00:00,2025-08-20T18:54:57,1.16714,1.16459,0.09,22.77,-22.95,0.0,0.54,-23.49,1.08,0.0,0.0,0.0,0.0,1.62,0.0,0.0,-23.49,-1.0316205533596838,STOP_LOSS_EXIT,True,10497.0,10000.0,-25.790513833992097,9974.209486166008
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,4,SHORT,2025-08-21T17:00:00,2025-08-22T17:00:09,1.16204,1.16502,0.08,23.12,-23.48,0.0,0.48,-23.96,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,-23.96,-1.0363321799307958,STOP_LOSS_EXIT,True,86409.0,9974.209486166008,-25.841485649712105,9948.368000516295
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,6,LONG,2025-08-22T18:00:00,2025-08-25T13:00:00,1.17187,1.16926,0.06,23.1,-16.24,0.0,0.36,-16.599999999999998,0.72,0.58,0.0,0.0,0.0,1.6600000000000001,0.0,0.0,-16.599999999999998,-0.7186147186147185,LONG_EXIT_BREAKOUT,True,241200.0,9948.368000516295,-17.872609178416717,9930.495391337878
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,8,SHORT,2025-08-27T11:00:00,2025-08-27T19:46:57,1.16028,1.16298,0.09,23.94,-24.3,0.0,0.54,-24.84,1.08,0.0,0.0,0.0,0.0,1.62,0.0,0.0,-24.84,-1.0375939849624058,STOP_LOSS_EXIT,True,31617.0,9930.495391337878,-25.759555714372688,9904.735835623505
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,10,LONG,2025-08-28T20:00:02,2025-08-29T04:27:59,1.16904,1.16608,0.08,23.68,-24.46,0.0,0.48,-24.94,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.0,0.0,-24.94,-1.0532094594594594,STOP_LOSS_EXIT,True,30477.0,9904.735835623505,-26.079403688814423,9878.65643193469
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,12,LONG,2025-08-29T18:00:00,2025-09-01T19:00:00,1.17052,1.16991,0.08,22.16,-5.66,0.0,0.48,-6.140000000000001,1.04,0.78,0.0,0.0,0.0,2.3,0.0,0.0,-6.140000000000001,-0.2770758122743682,LONG_EXIT_BREAKOUT,True,262800.0,9878.65643193469,-6.842841887644291,9871.813590047046
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,14,SHORT,2025-09-02T11:00:00,2025-09-02T17:07:53,1.16454,1.1672,0.09,23.94,-23.94,0.0,0.54,-24.48,1.08,0.0,0.0,0.0,0.0,1.62,0.0,0.0,-24.48,-1.0225563909774436,STOP_LOSS_EXIT,True,22073.0,9871.813590047046,-25.23621519260147,9846.577374854445
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,16,LONG,2025-09-05T16:00:00,2025-09-08T00:01:23,1.17353,1.17054,0.08,23.44,-24.700000000000003,0.0,0.48,-25.180000000000003,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.0,0.0,-25.180000000000003,-1.074232081911263,STOP_LOSS_EXIT,True,201683.0,9846.577374854445,-26.443773282725573,9820.133601571719
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,18,LONG,2025-09-08T17:00:00,2025-09-09T11:00:00,1.17518,1.1752,0.09,24.3,-0.69,0.0,0.54,-1.23,1.08,0.87,0.0,0.0,0.0,2.49,0.0,0.0,-1.23,-0.05061728395061728,LONG_EXIT_BREAKOUT,True,64800.0,9820.133601571719,-1.242671227359384,9818.89093034436
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,20,LONG,2025-09-10T18:00:00,2025-09-10T22:29:35,1.17279,1.16953,0.07,22.75,-22.82,0.0,0.42000000000000004,-23.240000000000002,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,-23.240000000000002,-1.0215384615384617,STOP_LOSS_EXIT,True,16175.0,9818.89093034436,-25.07593683749483,9793.814993506865
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,22,LONG,2025-09-11T17:00:00,2025-09-12T05:00:00,1.17391,1.1725,0.07,21.84,-10.549999999999999,0.0,0.42000000000000004,-10.969999999999999,0.8400000000000001,0.68,0.0,0.0,0.0,1.9400000000000004,0.0,0.0,-10.969999999999999,-0.5022893772893773,LONG_EXIT_BREAKOUT,True,43200.0,9793.814993506865,-12.298323085939824,9781.516670420926
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,24,LONG,2025-09-16T17:00:00,2025-09-17T11:00:00,1.18245,1.18399,0.08,22.24,11.540000000000001,0.0,0.48,11.06,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.0,0.0,11.06,0.49730215827338137,LONG_EXIT_BREAKOUT,True,64800.0,9781.516670420926,12.160923378468464,9793.677593799395
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,26,SHORT,2025-09-19T15:00:00,2025-09-19T17:23:54,1.17363,1.17667,0.08,24.08,-24.32,0.0,0.48,-24.8,0.96,0.0,0.0,0.0,0.0,1.44,0.0,0.0,-24.8,-1.0299003322259137,STOP_LOSS_EXIT,True,8634.0,9793.677593799395,-25.21627951891871,9768.461314280477
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,28,LONG,2025-09-22T13:00:00,2025-09-24T10:00:00,1.17765,1.17868,0.1,24.3,8.360000000000001,0.0,0.6000000000000001,7.760000000000002,1.2000000000000002,1.94,0.0,0.0,0.0,3.74,0.0,0.0,7.760000000000002,0.3193415637860083,LONG_EXIT_BREAKOUT,True,162000.0,9768.461314280477,7.798689279713634,9776.260003560192
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,30,SHORT,2025-09-24T15:00:00,2025-09-25T04:00:00,1.17485,1.1748,0.1,24.1,1.85,0.0,0.6000000000000001,1.25,1.2000000000000002,1.35,0.0,0.0,0.0,3.1500000000000004,0.0,0.0,1.25,0.051867219917012444,SHORT_EXIT_BREAKOUT,True,46800.0,9776.260003560192,1.2676685689263734,9777.527672129117
13,013-v2-normal-native,V2,VALIDATION,NORMAL,NATIVE_NORMAL_EXECUTION,32,SHORT,2025-09-25T16:00:00,2025-09-26T08:00:00,1.16975,1.16806,0.08,22.48,13.879999999999999,0.0,0.48,13.399999999999999,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,13.399999999999999,0.596085409252669,SHORT_EXIT_BREAKOUT,True,57600.0,9777.527672129117,14.570603959800952,9792.098276088918
14,014-v2-high-native,V2,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,2,LONG,2025-08-20T16:00:00,2025-08-20T18:54:57,1.16714,1.16459,0.09,22.77,-22.95,0.0,0.54,-23.49,1.08,0.0,0.0,0.0,0.0,1.62,0.5,0.81,-24.299999999999997,-1.067193675889328,STOP_LOSS_EXIT,True,10497.0,10000.0,-26.679841897233196,9973.320158102766
14,014-v2-high-native,V2,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,4,SHORT,2025-08-21T17:00:00,2025-08-22T17:00:09,1.16204,1.16502,0.08,23.12,-23.48,0.0,0.48,-23.96,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,0.5,0.8999999999999999,-24.86,-1.0752595155709341,STOP_LOSS_EXIT,True,86409.0,9973.320158102766,-26.80976850458853,9946.510389598177
14,014-v2-high-native,V2,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,6,LONG,2025-08-22T18:00:00,2025-08-25T13:00:00,1.17187,1.16926,0.06,23.1,-16.24,0.0,0.36,-16.599999999999998,0.72,0.58,0.0,0.0,0.0,1.6600000000000001,0.5,0.8300000000000001,-17.43,-0.7545454545454545,LONG_EXIT_BREAKOUT,True,241200.0,9946.510389598177,-18.762735507651104,9927.747654090526
14,014-v2-high-native,V2,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,8,SHORT,2025-08-27T11:00:00,2025-08-27T19:46:57,1.16028,1.16298,0.09,23.94,-24.3,0.0,0.54,-24.84,1.08,0.0,0.0,0.0,0.0,1.62,0.5,0.81,-25.65,-1.0714285714285714,STOP_LOSS_EXIT,True,31617.0,9927.747654090526,-26.59218121631391,9901.155472874212
14,014-v2-high-native,V2,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,10,LONG,2025-08-28T20:00:02,2025-08-29T04:27:59,1.16904,1.16608,0.08,23.68,-24.46,0.0,0.48,-24.94,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.5,1.1099999999999999,-26.05,-1.1000844594594594,STOP_LOSS_EXIT,True,30477.0,9901.155472874212,-27.23026816600224,9873.92520470821
14,014-v2-high-native,V2,VALIDATION,HIGH,NATIVE_NORMAL_EXECUTION,12,LONG,2025-08-29T18:00:00,2025-09-01T19:00:00,1.17052,1.16991,0.08,22.16,-5.66,0.0,0.48,-6.140000000000001,1.04,0.78,0.0,0.0,0.0,2.3,0.5,1.15,-7.290000000000001,-0.328971119133574,LONG_EXIT_BREAKOUT,True,262800.0,9873.92520470821,-8.12059056208516,9865.804614146125
